name,budget.x,company.x,country.x,director.x,genre.x,gross.x,rating.x,released.x,runtime.x,score.x,star.x,votes.x,writer.x,year.x,YoutubeLikes,YoutubeDislike,Youtube ViewCount,Twitter Sentiment
Parental Guidance,25000000,Twentieth Century Fox Film Corporation,USA,Andy Fickman,Comedy,77267296,PG,25/12/2012,105,6.1,Billy Crystal,22401,Lisa Addario,2012,2067,283,,2
Paris Can Wait,5000000,Lifetime Films,Japan,Eleanor Coppola,Comedy,5300675,PG,03/08/2017,92,5.8,Diane Lane,2629,Eleanor Coppola,2016,3824,555,,1
"Paris, je t'aime",13000000,Victoires International,France,Olivier Assayas,Comedy,4857376,R,15/06/2007,120,7.3,Juliette Binoche,65342,Tristan Carné,2006,906,32,536767,0
Parker,35000000,Incentive Filmed Entertainment,USA,Taylor Hackford,Action,17609982,R,25/01/2013,118,6.2,Jason Statham,97771,John J. McLaughlin,2013,57346,5547,,2
Parkland,10000000,"American Film Company, The",USA,Peter Landesman,Drama,652355,PG-13,02/10/2013,93,6.3,Zac Efron,12682,Peter Landesman,2013,294,51,,2
Passengers,25000000,TriStar Pictures,USA,Rodrigo García,Drama,270659,PG-13,24/10/2008,93,5.9,Anne Hathaway,29805,Ronnie Christensen,2008,227,31,29337230,1
Passengers,25000000,TriStar Pictures,USA,Rodrigo García,Drama,270659,PG-13,24/10/2008,93,5.9,Anne Hathaway,29805,Ronnie Christensen,2008,227,31,29337230,1
Passengers,25000000,TriStar Pictures,USA,Rodrigo García,Drama,270659,PG-13,24/10/2008,93,5.9,Anne Hathaway,29805,Ronnie Christensen,2008,227,31,29337230,2
Passengers,25000000,TriStar Pictures,USA,Rodrigo García,Drama,270659,PG-13,24/10/2008,93,5.9,Anne Hathaway,29805,Ronnie Christensen,2008,227,31,29337230,2
Passengers,110000000,Columbia Pictures,USA,Morten Tyldum,Adventure,100014699,PG-13,21/12/2016,116,7,Jennifer Lawrence,237553,Jon Spaihts,2016,134393,6140,,1
Passengers,110000000,Columbia Pictures,USA,Morten Tyldum,Adventure,100014699,PG-13,21/12/2016,116,7,Jennifer Lawrence,237553,Jon Spaihts,2016,134393,6140,,1
Passengers,110000000,Columbia Pictures,USA,Morten Tyldum,Adventure,100014699,PG-13,21/12/2016,116,7,Jennifer Lawrence,237553,Jon Spaihts,2016,134393,6140,,2
Passengers,110000000,Columbia Pictures,USA,Morten Tyldum,Adventure,100014699,PG-13,21/12/2016,116,7,Jennifer Lawrence,237553,Jon Spaihts,2016,134393,6140,,2
Passion Play,8000000,Annapurna Productions,USA,Mitch Glazer,Drama,3669,R,2011,94,5,Mickey Rourke,7540,Mitch Glazer,2010,538,19,43499,1
Paterson,0,K5 International,USA,Jim Jarmusch,Comedy,2141423,R,27/07/2017,118,7.4,Adam Driver,36369,Jim Jarmusch,2016,10504,615,,1
Pathfinder,20000000,Twentieth Century Fox Film Corporation,USA,Marcus Nispel,Action,10232081,R,13/04/2007,99,5.4,Karl Urban,38839,Laeta Kalogridis,2007,2896,131,118034,1
Pathology,8000000,Metro-Goldwyn-Mayer (MGM),USA,Marc Schölermann,Crime,108662,R,11/04/2008,95,6,Alyssa Milano,28065,Mark Neveldine,2008,643,39,410950,1
Paul,40000000,Universal Pictures,USA,Greg Mottola,Adventure,37412945,R,18/03/2011,104,7,Simon Pegg,205426,Simon Pegg,2011,629,22,542099,1
Paul Blart: Mall Cop,26000000,Columbia Pictures,USA,Steve Carr,Action,20819129,PG,16/01/2009,91,5.2,Kevin James,89303,Kevin James,2009,103,53,3207343,1
Paul Blart: Mall Cop 2,30000000,Columbia Pictures,USA,Andy Fickman,Action,71038190,PG,17/04/2015,94,4.4,Kevin James,27268,Kevin James,2015,11651,1637,,1
Pawn,0,Imprint Entertainment,USA,David A. Armstrong,Action,2137,R,19/09/2013,88,5.7,Nikki Reed,6144,Jay Anthony White,2013,678,41,,2
Pawn Sacrifice,19000000,Gail Katz Productions,USA,Edward Zwick,Biography,2436062,PG-13,25/09/2015,115,7,Tobey Maguire,29268,Steven Knight,2014,16741,467,,1
"Peace, Love, & Misunderstanding",0,BCDF Pictures,USA,Bruce Beresford,Comedy,539896,R,16/08/2012,96,5.9,Jane Fonda,6655,Christina Mengert,2011,42967,3211,6619814,1
Peaceful Warrior,10000000,DEJ Productions,USA,Victor Salva,Drama,3960414,PG-13,23/06/2006,100,7.3,Scott Mechlowicz,22445,Kevin Bernhardt,2006,17747,840,3462716,1
Penelope,15000000,Summit Entertainment,UK,Mark Palansky,Comedy,10011274,PG,29/02/2008,104,6.8,Christina Ricci,53683,Leslie Caveny,2006,61196,755,1150119,0
Penguins of Madagascar,132000000,DreamWorks Animation,USA,Eric Darnell,Animation,83348920,PG,26/11/2014,92,6.7,Tom McGrath,66287,Michael Colton,2014,24703,1422,,1
People Like Us,16000000,DreamWorks,USA,Alex Kurtzman,Comedy,12412386,PG-13,29/06/2012,100,7.1,Chris Pine,36565,Alex Kurtzman,2012,214049,4686,,1
Percy Jackson & the Olympians: The Lightning Thief,95000000,Fox 2000 Pictures,UK,Chris Columbus,Adventure,88761720,PG,12/02/2010,118,5.9,Logan Lerman,152255,Craig Titley,2010,364,116,5762677,1
Percy Jackson: Sea of Monsters,90000000,Fox 2000 Pictures,USA,Thor Freudenthal,Adventure,68559554,PG,07/08/2013,106,5.9,Logan Lerman,93908,Marc Guggenheim,2013,23957,1327,,2
Perfect Sense,0,BBC Films,UK,David Mackenzie,Drama,2959,R,09/03/2012,92,7.1,Ewan McGregor,46538,Kim Fupz Aakeson,2011,7565,359,4962613,1
Perfect Stranger,60795000,Revolution Studios,USA,James Foley,Crime,23984949,R,13/04/2007,109,5.7,Halle Berry,39651,Todd Komarnicki,2007,2555022,71644,535379254,1
Perrier's Bounty,0,Parallel Film Productions,Ireland,Ian Fitzgibbon,Action,828,R,26/03/2010,88,6.4,Gabriel Byrne,5514,Mark O'Rowe,2009,55,1,23002,0
Personal Shopper,6000000,CG Cinéma,France,Olivier Assayas,Drama,1305195,R,10/03/2017,105,6.2,Kristen Stewart,16843,Olivier Assayas,2016,9486,873,,1
Pet,0,Magic Lantern,Spain,Carles Torrens,Horror,70,R,02/12/2016,94,5.7,Dominic Monaghan,10504,Jeremy Slater,2016,310,14,,1
Pete's Dragon,65000000,Walt Disney Pictures,USA,David Lowery,Action,76204454,PG,12/08/2016,102,6.7,Bryce Dallas Howard,41083,David Lowery,2016,33675,2547,,1
Philomena,12000000,The Weinstein Company,UK,Stephen Frears,Biography,37707719,PG-13,27/11/2013,98,7.6,Judi Dench,82660,Steve Coogan,2013,167,5,,1
Pineapple Express,27000000,Columbia Pictures,USA,David Gordon Green,Action,87341380,R,06/08/2008,111,7,Seth Rogen,272938,Seth Rogen,2008,84,30,1395094,0
Piranha 3D,24000000,Dimension Films,USA,Alexandre Aja,Comedy,25003155,R,20/08/2010,88,5.5,Elisabeth Shue,76489,Pete Goldfinger,2010,1384,159,393719,0
Piranha 3DD,5000000,Dimension Films,USA,John Gulager,Comedy,376512,R,11/05/2012,83,3.8,Danielle Panabaker,34111,Patrick Melton,2012,1839,417,,0
Pirate Radio,50000000,Universal Pictures,UK,Richard Curtis,Comedy,7994115,R,13/11/2009,135,7.4,Philip Seymour Hoffman,95825,Richard Curtis,2009,30,7,731368,1
Pirates of the Caribbean: At World's End,300000000,Walt Disney Pictures,USA,Gore Verbinski,Action,309420425,PG-13,25/05/2007,169,7.1,Johnny Depp,514191,Ted Elliott,2007,29634,654,4473269,2
Pirates of the Caribbean: Dead Man's Chest,225000000,Walt Disney Pictures,USA,Gore Verbinski,Action,423315812,PG-13,07/07/2006,151,7.3,Johnny Depp,567704,Ted Elliott,2006,1653,61,783676,0
Pirates of the Caribbean: On Stranger Tides,250000000,Walt Disney Pictures,USA,Rob Marshall,Action,241071802,PG-13,20/05/2011,100,6.6,Johnny Depp,408968,Ted Elliott,2011,27220,786,11185214,0
Pisando firme,0,Kaltenbach Pictures,Germany,Jessica Bendinger,Comedy,26870825,PG-13,28/04/2006,103,6.4,Missy Peregrym,23787,Jessica Bendinger,2006,20942,1273,4156874,0
Pitch Perfect,17000000,Brownstone Productions (II),USA,Jason Moore,Comedy,65001093,PG-13,05/10/2012,112,7.2,Anna Kendrick,231932,Kay Cannon,2012,99908,3518,,1
Pitch Perfect 2,29000000,Brownstone Productions (II),USA,Elizabeth Banks,Comedy,184296230,PG-13,15/05/2015,115,6.4,Anna Kendrick,112447,Kay Cannon,2015,143718,2959,,1
Pixels,88000000,Columbia Pictures,USA,Chris Columbus,Action,78747585,PG-13,24/07/2015,105,5.6,Adam Sandler,106004,Tim Herlihy,2015,91337,13684,,1
PK,0,Rajkumar Hirani Films,India,Rajkumar Hirani,Comedy,10616104,Not specified,19/12/2014,153,8.2,Aamir Khan,111073,Rajkumar Hirani,2014,36905,5487,,0
Planes,50000000,Prana Studios,USA,Klay Hall,Animation,90288712,PG,09/08/2013,91,5.8,Carlos Alazraqui,37338,John Lasseter,2013,284,14,,1
Planeta 51,70000000,Ilion Animation Studios,Spain,Jorge Blanco,Animation,42086887,PG,20/11/2009,91,6.1,Dwayne Johnson,43788,Javier Abad,2009,1287,150,704230,0
Playing for Keeps,35000000,Eclectic Pictures,USA,Gabriele Muccino,Comedy,13101142,PG-13,07/12/2012,105,5.7,Gerard Butler,25725,Robbie Fox,2012,37280,1265,,1
Poltergeist,35000000,Fox 2000 Pictures,USA,Gil Kenan,Horror,47425125,PG-13,22/05/2015,93,4.9,Sam Rockwell,47376,David Lindsay-Abaire,2015,17713,1318,,2
Pompeya,80000000,TriStar Pictures,Canada,Paul W.S. Anderson,Action,23219748,PG-13,21/02/2014,100,5.5,Kit Harington,92503,Janet Scott Batchler,2014,6174,646,,0
Pontypool,1500000,Ponty Up Pictures,Canada,Bruce McDonald,Fantasy,3478,NOT RATED,18/09/2009,93,6.7,Stephen McHattie,24539,Tony Burgess,2008,235,11,15781,1
Ponyo,34000000,Studio Ghibli,Japan,Hayao Miyazaki,Animation,15090400,G,14/08/2009,101,7.7,Cate Blanchett,94663,Hayao Miyazaki,2008,9988,346,1897001,2
Popstar: Never Stop Never Stopping,20000000,Apatow Productions,USA,Akiva Schaffer,Comedy,9393835,R,03/06/2016,87,6.7,Andy Samberg,35620,Andy Samberg,2016,10768,951,,1
Poseidon,160000000,Warner Bros.,USA,Wolfgang Petersen,Action,60674817,PG-13,12/05/2006,98,5.6,Richard Dreyfuss,86466,Mark Protosevich,2006,24234,1793,6042715,0
Postal,0,Boll Kino Beteiligungs GmbH & Co. KG,USA,Uwe Boll,Action,18005198,R,18/10/2007,100,4.5,Dave Foley,20748,Uwe Boll,2007,249,9,11543,0
Poultrygeist: Night of the Chicken Dead,500000,Poultry Productions LLC,USA,Lloyd Kaufman,Comedy,23000,NOT RATED,06/07/2012,103,6.2,Jason Yachanin,6500,Gabriel Friedman,2006,144,20,22656,2
Precious,10000000,Lionsgate,USA,Lee Daniels,Drama,47395661,R,20/11/2009,110,7.3,Gabourey Sidibe,93354,Geoffrey Fletcher,2009,222,6,16562,1
Predators,40000000,Twentieth Century Fox Film Corporation,USA,Nimród Antal,Action,52000688,R,09/07/2010,107,6.4,Adrien Brody,182863,Alex Litvak,2010,62374,1187,4542842,1
Predestination,0,Screen Australia,Australia,Michael Spierig,Drama,68372,R,09/01/2015,97,7.5,Ethan Hawke,195819,Michael Spierig,2014,4090,341,,2
Premium Rush,35000000,Columbia Pictures,USA,David Koepp,Action,20275446,PG-13,24/08/2012,91,6.5,Joseph Gordon-Levitt,100314,David Koepp,2012,11567,753,,0
Premonition,20000000,TriStar Pictures,USA,Mennan Yapo,Drama,47852604,PG-13,16/03/2007,96,5.9,Sandra Bullock,65327,Bill Kelly,2007,1283,35,228049,1
Presencia siniestra,10000000,EuropaCorp,France,Farren Blackburn,Drama,6883951,PG-13,11/11/2016,91,4.7,Naomi Watts,7396,Christina Hodson,2016,5683,397,,0
Pretty Ugly People,0,Harbinger Pictures,USA,Tate Taylor,Comedy,6537,R,12/04/2008,99,5,Missi Pyle,1567,Tate Taylor,2008,5819,852,1412485,1
Priceless,0,Les Films Pelléas,France,Pierre Salvadori,Comedy,1499127,PG-13,11/04/2008,106,7,Audrey Tautou,27386,Pierre Salvadori,2006,27777,574,3259842,1
Pride and Glory,30000000,New Line Cinema,USA,Gavin O'Connor,Crime,15709385,R,24/10/2008,130,6.7,Edward Norton,55020,Joe Carnahan,2008,1003,8,178404,1
Pride and Prejudice and Zombies,28000000,Cross Creek Pictures,USA,Burr Steers,Action,10907291,PG-13,05/02/2016,108,5.8,Lily James,37491,Burr Steers,2016,31943,3783,,1
Priest,60000000,Screen Gems,USA,Scott Stewart,Action,29136626,PG-13,13/05/2011,87,5.7,Paul Bettany,102144,Cory Goodman,2011,4193,408,2821761,0
Primeval,0,Hollywood Pictures,USA,Michael Katleman,Action,10597734,R,12/01/2007,93,4.7,Dominic Purcell,11611,John Brancato,2007,618,66,169706,1
Prince of Persia: The Sands of Time,200000000,Walt Disney Pictures,USA,Mike Newell,Action,90759676,PG-13,28/05/2010,116,6.6,Jake Gyllenhaal,237542,Boaz Yakin,2010,10765,909,2591160,1
Princesa por accidente,20000000,Fox 2000 Pictures,Hungary,Thomas Bezucha,Adventure,23186769,PG,01/07/2011,100,5.8,Selena Gomez,35684,Thomas Bezucha,2011,3140,964,795586,0
Prisoners,46000000,Alcon Entertainment,USA,Denis Villeneuve,Crime,61002302,R,20/09/2013,153,8.1,Hugh Jackman,449489,Aaron Guzikowski,2013,22706,815,,1
Project Almanac,12000000,Insurge Pictures,USA,Dean Israelite,Sci-Fi,22331028,PG-13,30/01/2015,106,6.4,Amy Landecker,65169,Jason Pagan,2015,8601,344,,1
Project X,12000000,Green Hat Films,USA,Nima Nourizadeh,Comedy,54731865,R,02/03/2012,88,6.7,Thomas Mann,166912,Matt Drake,2012,60640,2923,,0
Prom,8000000,Rickshaw Productions,USA,Joe Nussbaum,Comedy,10130219,PG,29/04/2011,104,5.4,Aimee Teegarden,13474,Katie Wech,2011,1557,17,75668,1
Prom Night,20000000,Alliance,USA,Nelson McCormick,Horror,43869350,PG-13,11/04/2008,88,3.9,Brittany Snow,29352,J.S. Cardone,2008,88342,16259,5214654,1
Promesa de Vida,22500000,Fear of God Films,Australia,Russell Crowe,Drama,4190530,R,22/05/2015,111,7.1,Russell Crowe,60858,Andrew Knight,2014,83,6,,0
Prometheus,130000000,Twentieth Century Fox Film Corporation,USA,Ridley Scott,Adventure,126477084,R,08/06/2012,124,7,Noomi Rapace,503113,Jon Spaihts,2012,22353,957,,2
Promised Land,15000000,Focus Features,USA,Gus Van Sant,Drama,7597898,R,04/01/2013,100,6.6,Matt Damon,32248,John Krasinski,2012,14480,626,,1
Protegiendo al enemigo,85000000,Universal Pictures,South Africa,Daniel Espinosa,Action,126373434,R,10/02/2012,115,6.8,Denzel Washington,177666,David Guggenheim,2012,405,25,,1
Public Enemies,100000000,Universal Pictures,USA,Michael Mann,Biography,97104620,R,01/07/2009,140,7,Christian Bale,244316,Ronan Bennett,2009,17,7,4097862,0
Pulse,20000000,The Weinstein Company,USA,Jim Sonzero,Horror,20259297,PG-13,11/08/2006,90,4.7,Kristen Bell,25920,Wes Craven,2006,855,61,421057,1
Puncture,0,Cherry Sky Films,USA,Adam Kassen,Biography,67071,R,15/03/2012,100,6.9,Chris Evans,20277,Paul Danziger,2011,226,3,17927,2
Punisher: War Zone,35000000,Lionsgate,USA,Lexi Alexander,Action,7948159,R,05/12/2008,103,6,Ray Stevenson,52479,Nick Santora,2008,1121,80,172950,1
Punto de quiebre,105000000,Alcon Entertainment,China,Ericson Core,Action,28782481,PG-13,25/12/2015,114,5.3,Edgar Ramírez,46887,Kurt Wimmer,2015,3098,136,,0
Push,38000000,Summit Entertainment,USA,Paul McGuigan,Action,31806100,PG-13,06/02/2009,111,6.1,Camilla Belle,95423,David Bourla,2009,7436,197,1934133,1
Puss in Boots,130000000,DreamWorks Animation,USA,Chris Miller,Animation,149260504,PG,28/10/2011,90,6.7,Antonio Banderas,122582,Tom Wheeler,2011,115,35,5597323,2
Quantum of Solace,200000000,Metro-Goldwyn-Mayer (MGM),UK,Marc Forster,Action,168368427,PG-13,14/11/2008,106,6.6,Daniel Craig,353784,Paul Haggis,2008,10199,510,4097759,1
Quarantine,12000000,Screen Gems,USA,John Erick Dowdle,Horror,31691811,R,10/10/2008,89,6,Jennifer Carpenter,61042,John Erick Dowdle,2008,12,1,174008,1
Quartet,11000000,Headline Pictures,UK,Dustin Hoffman,Comedy,18390117,PG-13,01/03/2013,94,6.8,Maggie Smith,16807,Ronald Harwood,2012,52470,1713,,1
Queen,0,Viacom18 Motion Pictures,India,Vikas Bahl,Adventure,1429534,NOT RATED,07/03/2014,146,8.3,Kangana Ranaut,48398,Vikas Bahl,2013,5336683,186171,,1
R.I.P.D.,130000000,Universal Pictures,USA,Robert Schwentke,Action,33618855,PG-13,19/07/2013,100,5.6,Ryan Reynolds,99230,Phil Hay,2013,21590,1997,,1
Rabbit Hole,5000000,Olympus Pictures,USA,John Cameron Mitchell,Drama,2229058,PG-13,28/01/2011,91,7,Nicole Kidman,42926,David Lindsay-Abaire,2010,755,72,509940,0
Race to Witch Mountain,65000000,Walt Disney Pictures,USA,Andy Fickman,Action,67172594,PG,13/03/2009,98,5.7,Dwayne Johnson,46750,Matt Lopez,2009,1351,51,558788,1
Rachel Getting Married,0,Armian Pictures,USA,Jonathan Demme,Drama,12796277,R,07/11/2008,113,6.7,Anne Hathaway,42934,Jenny Lumet,2008,355,36,442002,1
Ramona and Beezus,15000000,Fox 2000 Pictures,USA,Elizabeth Allen Rosenbaum,Adventure,26161406,G,23/07/2010,100,6.7,Joey King,14808,Laurie Craig,2010,2196,113,639234,2
Rampart,12000000,Lightstream Entertainment,USA,Oren Moverman,Crime,969239,R,24/02/2012,108,5.8,Woody Harrelson,20869,James Ellroy,2011,2,2,672818,1
Rang De Basanti,0,ROMP,India,Rakeysh Omprakash Mehra,Comedy,2197331,NOT RATED,26/01/2006,157,8.3,Aamir Khan,84309,Renzil D'Silva,2006,9455,374,983197,1
Rango,135000000,Paramount Pictures,USA,Gore Verbinski,Animation,123477607,PG,04/03/2011,107,7.2,Johnny Depp,198267,John Logan,2011,75,48,11164876,2
Ratatouille,150000000,Pixar Animation Studios,USA,Brad Bird,Animation,206445654,G,29/06/2007,111,8,Brad Garrett,516560,Brad Bird,2007,41908,1610,9616283,1
Real Steel,110000000,DreamWorks,USA,Shawn Levy,Action,85468508,PG-13,07/10/2011,127,7.1,Hugh Jackman,268336,John Gatins,2011,100211,8458,28232962,1
RED,58000000,Summit Entertainment,USA,Robert Schwentke,Action,90380162,PG-13,15/10/2010,111,7.1,Bruce Willis,254554,Jon Hoeber,2010,1655,108,888834,1
RED 2,84000000,Summit Entertainment,USA,Dean Parisot,Action,53262560,PG-13,19/07/2013,116,6.7,Bruce Willis,136471,Jon Hoeber,2013,1403,87,,1
Red Cliff,0,Beijing Film Studio,China,John Woo,Action,627047,R,04/12/2009,150,7.4,Tony Chiu-Wai Leung,39046,John Woo,2008,5071,621,2059931,0
Red Dawn,65000000,FilmDistrict,USA,Dan Bradley,Action,44806783,PG-13,21/11/2012,93,5.4,Chris Hemsworth,65454,Carl Ellsworth,2012,18112,2813,,1
Red Hill,0,Hughes House Film,Australia,Patrick Hughes,Thriller,20960,R,05/11/2010,95,6.4,Ryan Kwanten,7518,Patrick Hughes,2010,2,0,39832,0
Red Lights,0,Millennium Films,Spain,Rodrigo Cortés,Drama,52624,R,07/09/2012,114,6.2,Sigourney Weaver,51697,Rodrigo Cortés,2012,658786,16899,,0
Red Riding Hood,42000000,Warner Bros.,USA,Catherine Hardwicke,Fantasy,37662162,PG-13,11/03/2011,100,5.4,Amanda Seyfried,96451,David Leslie Johnson,2011,3943,1321,3333712,0
Red State,4000000,"Harvey Boys, The",USA,Kevin Smith,Action,1104682,R,30/09/2011,88,6.2,Michael Parks,56365,Kevin Smith,2011,1241,96,415386,1
Red Tails,58000000,Twentieth Century Fox Film Corporation,USA,Anthony Hemingway,Action,49876377,PG-13,20/01/2012,100,5.9,Cuba Gooding Jr.,30097,John Ridley,2012,27375,2151,,1
Redbelt,7000000,Sony Pictures Classics,USA,David Mamet,Drama,2344847,R,09/05/2008,99,6.8,Chiwetel Ejiofor,19183,David Mamet,2008,257,19,276192,1
Redemption,20000000,Lionsgate,UK,Steven Knight,Action,34956,R,23/08/2013,100,6.2,Jason Statham,56365,Steven Knight,2013,318432,16518,,1
Redline,26000000,Chicago Pictures,USA,Andy Cheng,Action,6877133,PG-13,13/04/2007,100,4,Nathan Phillips,8133,Robert Foreman,2007,388,17,24553,1
Regression,0,Mod Producciones,Spain,Alejandro Amenábar,Crime,54734,R,02/10/2015,106,5.7,Ethan Hawke,28090,Alejandro Amenábar,2015,1369,38,,2
Reign Over Me,20000000,Relativity Media,USA,Mike Binder,Drama,19661987,R,23/03/2007,124,7.5,Adam Sandler,86887,Mike Binder,2007,31396,849,5771782,1
Relatos salvajes,3300000,Corner Producciones,Argentina,Damián Szifron,Comedy,3107072,R,04/12/2014,122,8.1,Darío Grandinetti,118272,Damián Szifron,2014,1891,97,,1
Remember,0,Serendipity Point Films,Canada,Atom Egoyan,Drama,637555,R,17/12/2015,94,7.4,Christopher Plummer,14266,Benjamin August,2015,33990,746,,1
Remember Me,16000000,Summit Entertainment,USA,Allen Coulter,Drama,19068240,PG-13,12/03/2010,113,7.2,Robert Pattinson,121432,Will Fetters,2010,119377,3521,15987036,1
Rendition,27500000,Anonymous Content,USA,Gavin Hood,Drama,9736045,R,19/10/2007,122,6.8,Reese Witherspoon,49635,Kelley Sane,2007,106,7,58857,1
Renoir,0,Fidélité Films,France,Gilles Bourdos,Biography,2291047,R,02/01/2013,111,6.6,Michel Bouquet,4240,Jacques Renoir,2012,380,8,,0
Repo Men,32000000,Universal Pictures,USA,Miguel Sapochnik,Action,13794835,R,19/03/2010,111,6.3,Jude Law,91561,Eric Garcia,2010,7,8,4193854,1
Repo! The Genetic Opera,8500000,Twisted Pictures,USA,Darren Lynn Bousman,Horror,140244,R,20/11/2008,98,6.7,Paul Sorvino,21319,Darren Smith,2008,4780,100,366020,2
Rescue Dawn,10000000,Metro-Goldwyn-Mayer (MGM),USA,Werner Herzog,Adventure,5490423,PG-13,27/07/2007,120,7.3,Christian Bale,89482,Werner Herzog,2006,1865,115,1178625,1
Reservation Road,11000000,Focus Features,USA,Terry George,Crime,121994,R,22/08/2008,102,6.7,Joaquin Phoenix,19672,John Burnham Schwartz,2007,105,1,31343,1
Resident Evil: Afterlife,60000000,Constantin Film,Germany,Paul W.S. Anderson,Action,60128566,R,10/09/2010,96,5.9,Milla Jovovich,143707,Paul W.S. Anderson,2010,45,20,21154655,2
Resident Evil: Extinction,45000000,Constantin Film,France,Russell Mulcahy,Action,50648679,R,21/09/2007,94,6.3,Milla Jovovich,162711,Paul W.S. Anderson,2007,33,13,99501,0
Resident Evil: Retribution,65000000,Constantin Film International,Germany,Paul W.S. Anderson,Action,42345531,R,14/09/2012,95,5.4,Milla Jovovich,116830,Paul W.S. Anderson,2012,20107,1315,,2
Resident Evil: The Final Chapter,40000000,Constantin Film,UK,Paul W.S. Anderson,Action,26830068,R,27/01/2017,107,5.6,Milla Jovovich,58140,Paul W.S. Anderson,2016,42366,3276,,2
Revancha,30000000,Escape Artists,Hong Kong,Antoine Fuqua,Drama,52421953,R,24/07/2015,124,7.4,Jake Gyllenhaal,176502,Kurt Sutter,2015,370588,28891,,0
Revenant: El Renacido,135000000,Regency Enterprises,Hong Kong,Alejandro González Iñárritu,Adventure,183637894,R,08/01/2016,156,8,Leonardo DiCaprio,522384,Mark L. Smith,2015,2822,192,,2
Revolutionary Road,35000000,DreamWorks,USA,Sam Mendes,Drama,22911480,R,23/01/2009,119,7.3,Leonardo DiCaprio,162463,Justin Haythe,2008,4700,89,2335546,2
Rewind,2600000,Karbo Vantas Entertainment,Spain,Nacho Vigalondo,Horror,38108,R,06/02/2009,92,7.2,Karra Elejalde,46642,Nacho Vigalondo,2007,7910807,83117,51449696,1
Ricki and the Flash,18000000,Clinica Estetico,USA,Jonathan Demme,Comedy,26822144,PG-13,07/08/2015,101,6,Meryl Streep,18428,Diablo Cody,2015,6182,737,,1
Riddick,38000000,Entertainment One,USA,David Twohy,Action,42025135,R,06/09/2013,119,6.4,Vin Diesel,134609,David Twohy,2013,1405,139,,0
Ride Along,25000000,Cube Vision,USA,Tim Story,Action,134938200,PG-13,17/01/2014,99,6.2,Ice Cube,84906,Greg Coolidge,2014,35108,1228,,1
Righteous Kill,60000000,Millennium Films,USA,Jon Avnet,Action,40081410,R,12/09/2008,101,6,Robert De Niro,76498,Russell Gewirtz,2008,31,4,232824,0
Rio,90000000,Twentieth Century Fox Animation,USA,Carlos Saldanha,Animation,143619809,G,15/04/2011,96,6.9,Jesse Eisenberg,177152,Carlos Saldanha,2011,6231,229,670159,0
Rio 2,103000000,Twentieth Century Fox Animation,USA,Carlos Saldanha,Animation,131538435,G,11/04/2014,101,6.3,Jesse Eisenberg,64550,Don Rhymer,2014,23475,2367,,1
Rise of the Guardians,145000000,DreamWorks Animation,USA,Peter Ramsey,Animation,103412758,PG,21/11/2012,97,7.3,Hugh Jackman,133291,David Lindsay-Abaire,2012,28081,985,,1
Rise of the Planet of the Apes,93000000,Twentieth Century Fox Film Corporation,USA,Rupert Wyatt,Action,176760185,PG-13,05/08/2011,105,7.6,James Franco,439105,Rick Jaffa,2011,5643,368,4093834,0
Risen,20000000,LD Entertainment,USA,Kevin Reynolds,Action,36874745,PG-13,19/02/2016,107,6.3,Joseph Fiennes,19084,Kevin Reynolds,2016,9332,414,,1
Robin Hood,200000000,Universal Pictures,USA,Ridley Scott,Action,105269730,PG-13,14/05/2010,140,6.7,Russell Crowe,224548,Brian Helgeland,2010,779,181,303145,1
RoboCop,100000000,Metro-Goldwyn-Mayer (MGM),USA,José Padilha,Action,58607007,PG-13,12/02/2014,117,6.2,Joel Kinnaman,193792,Joshua Zetumer,2014,3573,189,,1
Robot & Frank,2500000,Dog Run Pictures,USA,Jake Schreier,Comedy,3325638,PG-13,19/09/2012,89,7.1,Peter Sarsgaard,55671,Christopher Ford,2012,545,22,,1
Rock of Ages,75000000,New Line Cinema,USA,Adam Shankman,Comedy,38518613,PG-13,15/06/2012,123,5.9,Julianne Hough,65550,Justin Theroux,2012,35232,1393,,1
Rock the Kasbah,15000000,Covert Media,USA,Barry Levinson,Comedy,2982281,R,23/10/2015,106,5.5,Bill Murray,8063,Mitch Glazer,2015,269186,8558,,1
Rocket Science,6000000,B&W; Films,USA,Jeffrey Blitz,Comedy,712391,R,28/09/2007,101,6.7,Reece Thompson,12086,Jeffrey Blitz,2007,422,13,178512,2
RocknRolla,18000000,Warner Bros.,UK,Guy Ritchie,Action,5694401,R,31/10/2008,114,7.3,Gerard Butler,207016,Guy Ritchie,2008,1305,129,884438,1
Rockstar,10920000,Eros International,India,Imtiaz Ali,Drama,985912,NOT RATED,11/11/2011,159,7.6,Ranbir Kapoor,29940,Imtiaz Ali,2011,6433232,215191,491136806,1
Rocky Balboa,24000000,Metro-Goldwyn-Mayer (MGM),USA,Sylvester Stallone,Drama,70270943,PG,20/12/2006,102,7.2,Sylvester Stallone,174575,Sylvester Stallone,2006,484,199,1397670,1
Rogue,0,Dimension Films,Australia,Greg McLean,Action,10452,R,19/09/2008,99,6.2,Michael Vartan,23320,Greg McLean,2007,867,85,877538,1
Rogue One,200000000,Lucasfilm,USA,Gareth Edwards,Action,532177324,PG-13,16/12/2016,133,7.9,Felicity Jones,365473,Chris Weitz,2016,91470,1360,,1
