name,budget.x,company.x,country.x,director.x,genre.x,gross.x,rating.x,released.x,runtime.x,score.x,star.x,votes.x,writer.x,year.x,YoutubeLikes,YoutubeDislike,Youtube ViewCount,Twitter Sentiment
The Rover,8500000,Porchlight Films,Australia,David Michôd,Action,1109199,R,20/06/2014,103,6.4,Guy Pearce,36879,Joel Edgerton,2014,35035,893,,1
The Ruins,8000000,DreamWorks,USA,Carter Smith,Horror,17432844,R,04/04/2008,90,5.9,Shawn Ashmore,62603,Scott B. Smith,2008,681,45,312154,0
The Rum Diary,45000000,GK Films,USA,Bruce Robinson,Comedy,13100042,R,28/10/2011,120,6.2,Johnny Depp,90562,Bruce Robinson,2011,1656,55,408602,1
The Runaways,10000000,River Road Entertainment,USA,Floria Sigismondi,Biography,3571735,R,19/03/2010,106,6.6,Kristen Stewart,41586,Floria Sigismondi,2010,42,11,3227746,1
The Sacrament,4000000,Worldview Entertainment,USA,Ti West,Horror,9039,R,01/05/2014,99,6.1,Joe Swanberg,13644,Ti West,2013,1032,128,,1
The Samaritan,12000000,H2O Motion Pictures,Canada,David Weaver,Crime,1744,R,20/04/2012,90,5.6,Samuel L. Jackson,8339,Elan Mastai,2012,502,84,,2
The Santa Clause 3: The Escape Clause,12000000,Walt Disney Pictures,USA,Michael Lembeck,Adventure,84500122,G,03/11/2006,97,4.7,Tim Allen,24317,Ed Decter,2006,246,20,46385,1
The Savages,0,Fox Searchlight Pictures,USA,Tamara Jenkins,Comedy,6610326,R,01/02/2008,114,7.2,Laura Linney,33132,Tamara Jenkins,2007,1,1,471511,1
The Science of Sleep,6000000,Partizan Films,France,Michel Gondry,Comedy,4663809,R,29/09/2006,105,7.3,Gael García Bernal,63643,Michel Gondry,2006,858,14,163056,2
The Sea of Trees,25000000,Bloom,USA,Gus Van Sant,Drama,20083,PG-13,26/08/2016,110,5.9,Matthew McConaughey,8519,Chris Sparling,2015,3604,355,,1
The Second Best Exotic Marigold Hotel,10000000,Babieka,UK,John Madden,Comedy,33078266,PG,06/03/2015,122,6.6,Judi Dench,25886,Ol Parker,2015,2900,133,,1
The Secret in Their Eyes,2000000,Tornasol Films,Argentina,Juan José Campanella,Drama,20167424,R,21/05/2010,129,8.2,Ricardo Darín,149747,Eduardo Sacheri,2009,12237,874,4451596,2
The Secret Life of Bees,11000000,Fox Searchlight Pictures,USA,Gina Prince-Bythewood,Drama,37766350,PG-13,17/10/2008,114,7.3,Dakota Fanning,21142,Gina Prince-Bythewood,2008,749,24,63278,2
The Secret Life of Walter Mitty,90000000,Twentieth Century Fox Film Corporation,USA,Ben Stiller,Adventure,58236838,PG,25/12/2013,114,7.3,Ben Stiller,255109,Steve Conrad,2013,10700,386,,2
The Secret of Kells,0,Les Armateurs,France,Tomm Moore,Animation,686383,NOT RATED,11/02/2009,100,7.7,Evan McGuire,25381,Tomm Moore,2009,1020,10,53534,2
The Secret World of Arrietty,23000000,Studio Ghibli,Japan,Hiromasa Yonebayashi,Animation,19202743,G,17/02/2012,94,7.6,Bridgit Mendler,59799,Mary Norton,2010,21564,558,3428377,2
The Seeker: The Dark Is Rising,45000000,Twentieth Century Fox Film Corporation,USA,David L. Cunningham,Adventure,8791738,PG,05/10/2007,99,4.8,Alexander Ludwig,13682,John Hodge,2007,506,34,348538,0
The Sentinel,60000000,Twentieth Century Fox Film Corporation,USA,Clark Johnson,Action,36280697,PG-13,21/04/2006,108,6.1,Michael Douglas,43940,George Nolfi,2006,7104,196,1324459,1
The Sessions,1000000,Fox Searchlight Pictures,USA,Ben Lewin,Biography,6002451,R,16/11/2012,95,7.2,John Hawkes,38014,Ben Lewin,2012,8233,276,,1
The Shallows,17000000,Columbia Pictures,USA,Jaume Collet-Serra,Drama,55121623,PG-13,24/06/2016,86,6.3,Blake Lively,87057,Anthony Jaswinski,2016,3143387,90387,,1
The Signal,4000000,Automatik Entertainment,USA,William Eubank,Sci-Fi,600896,PG-13,10/07/2014,97,6.1,Brenton Thwaites,53291,Carlyle Eubank,2014,19643,972,,1
The Simpsons Movie,75000000,Twentieth Century Fox Film Corporation,USA,David Silverman,Animation,183135014,PG-13,27/07/2007,87,7.4,Dan Castellaneta,273363,James L. Brooks,2007,1550,86,256709,1
The Sisterhood of the Traveling Pants 2,0,Alcon Entertainment,USA,Sanaa Hamri,Comedy,44087387,PG-13,06/08/2008,119,6.2,America Ferrera,23813,Elizabeth Chandler,2008,3805,95,2125876,2
The Sitter,0,Twentieth Century Fox Film Corporation,USA,David Gordon Green,Comedy,30538669,R,09/12/2011,81,5.7,Jonah Hill,62890,Brian Gatewood,2011,18,15,340094,2
The Slammin' Salmon,0,Broken Lizard Industries,USA,Kevin Heffernan,Comedy,41588,R,17/01/2009,100,6.5,Michael Clarke Duncan,11324,Jay Chandrasekhar,2009,222,28,246351,0
The Smurfs,110000000,Columbia Pictures,USA,Raja Gosnell,Animation,142614158,PG,29/07/2011,100,5.5,Hank Azaria,71925,J. David Stem,2011,277,37,88189,1
The Smurfs 2,105000000,Columbia Pictures,USA,Raja Gosnell,Animation,71017784,PG,31/07/2013,105,5.4,Neil Patrick Harris,30631,J. David Stem,2013,21528,5154,,1
The Snowtown Murders,2000000,Carver Films,Australia,Justin Kurzel,Biography,8012,NOT RATED,19/05/2011,119,6.6,Lucas Pittaway,14476,Shaun Grant,2011,400,22,126515,1
The Social Network,40000000,Columbia Pictures,USA,David Fincher,Biography,96962694,PG-13,01/10/2010,120,7.7,Jesse Eisenberg,521956,Aaron Sorkin,2010,128,40,11225704,2
The Soloist,60000000,DreamWorks,UK,Joe Wright,Biography,31670931,PG-13,24/04/2009,117,6.7,Jamie Foxx,45900,Susannah Grant,2009,1209,39,361367,1
The Sorcerer's Apprentice,150000000,Walt Disney Pictures,USA,Jon Turteltaub,Action,63150991,PG,14/07/2010,109,6.1,Nicolas Cage,133390,Lawrence Konner,2010,4030,98,510926,1
The Spectacular Now,2500000,Andrew Lauren Productions (ALP),USA,James Ponsoldt,Comedy,6851969,R,13/09/2013,95,7.1,Miles Teller,119642,Scott Neustadter,2013,78737,1175,,1
The Spiderwick Chronicles,90000000,Paramount Pictures,USA,Mark Waters,Adventure,71195053,PG,14/02/2008,96,6.6,Freddie Highmore,74370,Karey Kirkpatrick,2008,3648,167,1176158,1
The Spirit,60000000,Lionsgate,USA,Frank Miller,Action,19781879,PG-13,25/12/2008,103,4.8,Gabriel Macht,55602,Frank Miller,2008,530,97,401666,1
The SpongeBob Movie: Sponge Out of Water,74000000,Paramount Animation,USA,Paul Tibbitt,Animation,162994032,PG,06/02/2015,92,6,Tom Kenny,38659,Glenn Berger,2015,1549,287,,0
The Spy Next Door,28000000,Relativity Media,USA,Brian Levant,Action,24268828,PG,15/01/2010,94,5.4,Jackie Chan,33070,Jonathan Bernstein,2010,907,56,192253,1
The Stanford Prison Experiment,0,Coup d'Etat Films,USA,Kyle Patrick Alvarez,Biography,643557,R,17/07/2015,122,6.9,Ezra Miller,23757,Tim Talbott,2015,36586,964,,2
The Stepfather,0,Screen Gems,USA,Nelson McCormick,Crime,29062561,PG-13,16/10/2009,101,5.6,Penn Badgley,25186,J.S. Cardone,2009,13717,2601,6521359,2
The Stoning of Soraya M.,0,Roadside Attractions,USA,Cyrus Nowrasteh,Drama,655647,R,13/05/2011,100,8,Shohreh Aghdashloo,15433,Betsy Giffen Nowrasteh,2008,477,29,233986,1
The Strangers,10000000,Rogue Pictures,USA,Bryan Bertino,Horror,52597610,R,30/05/2008,86,6.2,Scott Speedman,98780,Bryan Bertino,2008,31,18,778092,0
The Sweeney,0,Vertigo Films,UK,Nick Love,Action,26345,R,01/03/2013,112,6.1,Ray Winstone,17275,Nick Love,2012,226,8,,1
The Switch,19000000,Mandate Pictures,USA,Josh Gordon,Comedy,27758465,PG-13,20/08/2010,100,6.1,Jennifer Aniston,83839,Allan Loeb,2010,111046,3918,13315667,1
The Take,20000000,StudioCanal,UK,James Watkins,Action,39000,R,18/11/2016,92,6.3,Idris Elba,23717,Andrew Baldwin,2016,1307,91,,1
The Taking of Pelham 123,100000000,Columbia Pictures,USA,Tony Scott,Action,65452312,R,12/06/2009,106,6.4,Denzel Washington,160641,Brian Helgeland,2009,1584,93,1044177,1
The Tale of Despereaux,60000000,Universal Pictures,UK,Sam Fell,Animation,50877145,G,19/12/2008,93,6.1,Matthew Broderick,32512,Kate DiCamillo,2008,271,37,90676,2
The Tale of the Princess Kaguya,0,Studio Ghibli,Japan,Isao Takahata,Animation,1506975,PG,23/11/2013,137,8.1,Chloë Grace Moretz,23571,Isao Takahata,2013,13530,172,,1
The Tempest,20000000,Miramax,USA,Julie Taymor,Comedy,277943,PG-13,07/01/2011,110,5.4,Helen Mirren,6589,Julie Taymor,2010,3146,160,455050,1
The Texas Chainsaw Massacre: The Beginning,16000000,New Line Cinema,USA,Jonathan Liebesman,Horror,39517763,R,06/10/2006,91,5.9,Jordana Brewster,59869,Sheldon Turner,2006,1303,82,216347,0
The Theory of Everything,15000000,Working Title Films,UK,James Marsh,Biography,35893537,PG-13,26/11/2014,123,7.7,Eddie Redmayne,310187,Anthony McCarten,2014,151393,3052,,0
The Thing,38000000,Morgan Creek Productions,USA,Matthijs van Heijningen Jr.,Horror,16928670,R,14/10/2011,103,6.2,Mary Elizabeth Winstead,102345,Eric Heisserer,2011,177,40,4520403,1
The Three Musketeers,75000000,Summit Entertainment,Germany,Paul W.S. Anderson,Action,20377913,PG-13,21/10/2011,110,5.8,Logan Lerman,93671,Alex Litvak,2011,412,13,67091,1
The Three Stooges,0,Twentieth Century Fox Film Corporation,USA,Bobby Farrelly,Comedy,44338224,PG,13/04/2012,92,5.1,Sean Hayes,26808,Mike Cerrone,2012,462,17,,1
The Time Traveler's Wife,39000000,New Line Cinema,USA,Robert Schwentke,Drama,63414846,PG-13,14/08/2009,107,7.1,Eric Bana,122959,Bruce Joel Rubin,2009,17143,266,3066827,1
The To Do List,1500000,3 Arts Entertainment,USA,Maggie Carey,Comedy,3447339,R,26/07/2013,104,5.8,Aubrey Plaza,32105,Maggie Carey,2013,12469,924,,1
The Tourist,100000000,GK Films,USA,Florian Henckel von Donnersmarck,Action,67631157,PG-13,10/12/2010,103,6,Johnny Depp,190376,Florian Henckel von Donnersmarck,2010,3021,147,1769242,1
The Town,37000000,Warner Bros.,USA,Ben Affleck,Crime,92186262,R,17/09/2010,125,7.6,Ben Affleck,299626,Peter Craig,2010,75,11,4588600,1
The Tree of Life,32000000,Cottonwood Pictures,USA,Terrence Malick,Drama,13303319,PG-13,21/10/2011,139,6.8,Brad Pitt,146243,Terrence Malick,2011,4521,114,1127563,1
The Tribe,0,Ukrainian State Film Agency,Ukraine,Myroslav Slaboshpytskyi,Crime,150564,UNRATED,11/09/2014,126,7.1,Hryhoriy Fesenko,8036,Myroslav Slaboshpytskyi,2014,44281,1273,,1
The Trip,0,Baby Cow Productions,UK,Michael Winterbottom,Comedy,2014922,NOT RATED,24/04/2011,112,7,Steve Coogan,18884,Baby Cow Productions,2010,447840,8352,40113642,1
The Twilight Saga: Breaking Dawn - Part 1,110000000,Summit Entertainment,USA,Bill Condon,Adventure,281287133,PG-13,18/11/2011,117,4.9,Kristen Stewart,193280,Melissa Rosenberg,2011,3317,100,277628,0
The Twilight Saga: Breaking Dawn - Part 2,120000000,Summit Entertainment,USA,Bill Condon,Adventure,292298923,PG-13,16/11/2012,115,5.5,Kristen Stewart,197849,Melissa Rosenberg,2012,3323,100,,0
The Twilight Saga: Eclipse,68000000,Summit Entertainment,USA,David Slade,Adventure,300531751,PG-13,30/06/2010,124,4.9,Kristen Stewart,195941,Melissa Rosenberg,2010,440,190,157159,1
The Twilight Saga: New Moon,50000000,Temple Hill Entertainment,USA,Chris Weitz,Adventure,296623634,PG-13,20/11/2009,130,4.6,Kristen Stewart,232524,Melissa Rosenberg,2009,13154,732,6900422,1
The Two Faces of January,0,Timnick Films,UK,Hossein Amini,Romance,506067,PG-13,28/08/2014,96,6.2,Viggo Mortensen,24842,Hossein Amini,2014,1677,115,,1
The Ugly Truth,38000000,Columbia Pictures,USA,Robert Luketic,Comedy,88915214,R,24/07/2009,96,6.5,Katherine Heigl,175985,Nicole Eastman,2009,8016,301,4075312,2
The Ultimate Gift,0,The Ultimate Gift LLC,USA,Michael O. Sajbel,Drama,3438735,PG,09/03/2007,100,7.4,Drew Fuller,15148,Cheryl McKay,2006,72,21,21601,1
The Unborn,16000000,Rogue Pictures,USA,David S. Goyer,Drama,42670410,PG-13,09/01/2009,88,4.8,Odette Annable,44283,David S. Goyer,2009,1678,107,667725,1
The Uninvited,0,DreamWorks,USA,Charles Guard,Drama,28573173,PG-13,30/01/2009,87,6.4,Emily Browning,66806,Craig Rosenberg,2009,18,15,265,2
The Unknown Woman,0,Medusa Film,Italy,Giuseppe Tornatore,Drama,18569,R,07/11/2008,118,7.5,Kseniya Rappoport,10774,Giuseppe Tornatore,2006,119,13,125909,1
The Vatican Tapes,8000000,Lionsgate,USA,Mark Neveldine,Horror,1712111,PG-13,07/08/2015,91,5.1,Olivia Taylor Dudley,13305,Christopher Borrelli,2015,6959,1092,,1
The Visit,5000000,Blinding Edge Pictures,USA,M. Night Shyamalan,Horror,65206105,PG-13,11/09/2015,94,6.2,Olivia DeJonge,86781,M. Night Shyamalan,2015,27604,3118,,1
The Visitor,0,Groundswell Productions,USA,Tom McCarthy,Drama,9422422,PG-13,23/05/2008,104,7.7,Richard Jenkins,38726,Tom McCarthy,2007,16710,2739,2062482,1
The Void,0,Cave Painting Pictures,Canada,Jeremy Gillespie,Horror,150372,NOT RATED,07/04/2017,90,5.8,Aaron Poole,15932,Jeremy Gillespie,2016,27785,702,,1
The Vow,30000000,Screen Gems,USA,Michael Sucsy,Drama,125014030,PG-13,10/02/2012,104,6.8,Rachel McAdams,159841,Abby Kohn,2012,14088,326,,0
The Wackness,6000000,Occupant Entertainment,UK,Jonathan Levine,Comedy,2077116,R,01/08/2008,99,7,Josh Peck,28052,Jonathan Levine,2008,992,79,663154,1
The Wailing,0,20th Century Fox,South Korea,Hong-jin Na,Drama,785405,NOT RATED,03/06/2016,156,7.5,Jun Kunimura,21562,Hong-jin Na,2016,5141,238,,1
The Walk,35000000,Sony Pictures Entertainment (SPE),USA,Robert Zemeckis,Adventure,10137502,PG,09/10/2015,123,7.3,Joseph Gordon-Levitt,97203,Robert Zemeckis,2015,19344,944,,1
The Warrior's Way,45000000,Rogue,New Zealand,Sngmoo Lee,Action,5664251,R,03/12/2010,100,6.3,Dong-gun Jang,23178,Sngmoo Lee,2010,385,43,219893,1
The Watch,68000000,Twentieth Century Fox Film Corporation,USA,Akiva Schaffer,Action,35353000,R,27/07/2012,102,5.7,Ben Stiller,109650,Jared Stern,2012,91687,2700,,1
The Way,0,Filmax Entertainment,Spain,Emilio Estevez,Adventure,4430650,PG-13,19/11/2010,100,7.4,Martin Sheen,25187,Emilio Estevez,2010,1373,85,261046,1
The Way Back,0,Exclusive Films,USA,Peter Weir,Adventure,2701859,PG-13,21/01/2011,133,7.3,Jim Sturgess,94377,Keith R. Clarke,2010,42746,1003,7060003,1
The Way Way Back,5000000,Sycamore Pictures,USA,Nat Faxon,Comedy,21501098,PG-13,26/07/2013,103,7.4,Steve Carell,124197,Nat Faxon,2013,10474,241,,1
The Wedding Ringer,23000000,LStar Capital,USA,Jeremy Garelick,Comedy,64460211,R,16/01/2015,101,6.7,Kevin Hart,60737,Jeremy Garelick,2015,15021,669,,1
The White Ribbon,0,X-Filme Creative Pool,Germany,Michael Haneke,Drama,2222647,R,05/03/2010,144,7.8,Christian Friedel,57685,Michael Haneke,2009,548,32,308257,1
The Wicker Man,40000000,Warner Bros.,USA,Neil LaBute,Horror,23643531,PG-13,01/09/2006,102,3.7,Nicolas Cage,56253,Neil LaBute,2006,51,32,642109,1
The Wind That Shakes the Barley,0,Sixteen Films,Ireland,Ken Loach,Drama,1829142,NOT RATED,23/03/2007,127,7.5,Cillian Murphy,39412,Paul Laverty,2006,1404,74,216039,1
The Witch,3500000,Parts and Labor,USA,Robert Eggers,Horror,25138292,R,19/02/2016,92,6.8,Anya Taylor-Joy,111384,Robert Eggers,2015,40283,3509,,2
The Wolf of Wall Street,100000000,Red Granite Pictures,USA,Martin Scorsese,Biography,116900694,R,25/12/2013,180,8.2,Leonardo DiCaprio,895552,Terence Winter,2013,70301,3024,,2
The Wolfman,150000000,Universal Pictures,USA,Joe Johnston,Drama,61979680,R,12/02/2010,103,5.8,Benicio Del Toro,93175,Andrew Kevin Walker,2010,31733,1800,6134219,1
The Wolverine,120000000,Twentieth Century Fox Film Corporation,USA,James Mangold,Action,132556852,PG-13,26/07/2013,126,6.7,Hugh Jackman,364907,Mark Bomback,2013,33377,3383,,1
The Woman in Black,17000000,Cross Creek Pictures,UK,James Watkins,Drama,54333290,PG-13,03/02/2012,95,6.4,Daniel Radcliffe,153960,Susan Hill,2012,43951,1037,,0
The Woman in Black 2: Angel of Death,15000000,Alliance Films,UK,Tom Harper,Drama,26496583,PG-13,02/01/2015,98,4.9,Helen McCrory,22255,Jon Croker,2014,14644,5469,,0
The Women,16500000,Picturehouse,USA,Diane English,Comedy,26902075,PG-13,12/09/2008,114,4.9,Meg Ryan,17778,Diane English,2008,753,97,809829,1
The Words,6000000,Also Known As Pictures,USA,Brian Klugman,Drama,11494838,PG-13,07/09/2012,102,7.1,Bradley Cooper,64718,Brian Klugman,2012,184303,5183,,0
The World's End,20000000,Universal Pictures,UK,Edgar Wright,Action,26004851,R,23/08/2013,109,7,Simon Pegg,207634,Simon Pegg,2013,1180,17,,1
The Wrestler,6000000,Wild Bunch,USA,Darren Aronofsky,Drama,26236603,R,30/01/2009,109,7.9,Mickey Rourke,263945,Robert D. Siegel,2008,7077,304,3883985,0
The X Files: I Want to Believe,30000000,Twentieth Century Fox Film Corporation,USA,Chris Carter,Drama,20981633,PG-13,25/07/2008,104,5.9,David Duchovny,81648,Frank Spotnitz,2008,539,59,265600,1
The Young Victoria,35000000,GK Films,UK,Jean-Marc Vallée,Biography,11001272,PG,08/01/2010,100,7.3,Emily Blunt,49189,Julian Fellowes,2009,899,18,273929,1
The Zero Theorem,8500000,Voltage Pictures,UK,Terry Gilliam,Comedy,219438,R,19/08/2014,107,6.1,Christoph Waltz,38378,Pat Rushin,2013,293,18,,2
Their Finest,0,BBC Films,UK,Lone Scherfig,Comedy,3595841,R,07/04/2017,117,6.8,Gemma Arterton,8538,Gaby Chiappe,2016,8909,263,,1
Then She Found Me,3500000,Odyssey Entertainment,USA,Helen Hunt,Comedy,3735303,R,09/05/2008,100,6,Helen Hunt,8895,Alice Arlen,2007,200,20,280948,1
There Will Be Blood,25000000,Paramount Vantage,USA,Paul Thomas Anderson,Drama,40222514,R,25/01/2008,158,8.1,Daniel Day-Lewis,412459,Paul Thomas Anderson,2007,53,5,1309093,1
Things We Lost in the Fire,16000000,DreamWorks,USA,Susanne Bier,Drama,3287315,R,19/10/2007,118,7.2,Halle Berry,25351,Allan Loeb,2007,415267,8902,63435017,1
Think Like a Man,12000000,Screen Gems,USA,Tim Story,Comedy,91547205,PG-13,20/04/2012,100,6.6,Chris Brown,36989,Keith Merryman,2012,6320,374,,1
Think Like a Man Too,24000000,LStar Capital,USA,Tim Story,Comedy,65182182,PG-13,20/06/2014,106,5.8,Kevin Hart,16706,Keith Merryman,2014,25348,3291,,1
Thirst,5000000,CJ Entertainment,South Korea,Chan-wook Park,Drama,296441,R,09/07/2010,133,7.2,Kang-ho Song,33954,Seo-kyeong Jeong,2009,31647,307,1660211,1
This Christmas,13000000,Facilitator Films,USA,Preston A. Whitmore II,Comedy,49121934,PG-13,21/11/2007,100,6.2,Regina King,7027,Preston A. Whitmore II,2007,8012,243,1321746,1
This Is 40,35000000,Apatow Productions,USA,Judd Apatow,Comedy,67544505,R,21/12/2012,134,6.2,Paul Rudd,109844,Judd Apatow,2012,3038,302,,1
This Is England,0,Warp Films,UK,Shane Meadows,Crime,327919,UNRATED,27/04/2007,101,7.7,Thomas Turgoose,104084,Shane Meadows,2006,578,5,34126,1
This Is the End,32000000,Columbia Pictures,USA,Evan Goldberg,Comedy,101470202,R,12/06/2013,107,6.6,James Franco,334845,Seth Rogen,2013,4143,165,,1
This Is Where I Leave You,19800000,21 Laps Entertainment,USA,Shawn Levy,Comedy,34290142,R,19/09/2014,103,6.6,Jason Bateman,59852,Jonathan Tropper,2014,23597,1389,,1
This Means War,65000000,Overbrook Entertainment,USA,McG,Action,54760791,PG-13,17/02/2012,97,6.3,Reese Witherspoon,157282,Timothy Dowling,2012,183920,6143,,2
This Must Be the Place,0,Indigo Film,Italy,Paolo Sorrentino,Comedy,142242,R,24/08/2011,118,6.7,Sean Penn,28083,Paolo Sorrentino,2011,85184,4740,21029526,1
Thor,150000000,Paramount Pictures,USA,Kenneth Branagh,Action,181030624,PG-13,06/05/2011,115,7,Chris Hemsworth,585830,Ashley Miller,2011,243,94,8411,1
Thor: The Dark World,170000000,Marvel Studios,USA,Alan Taylor,Action,206362140,PG-13,08/11/2013,112,7,Chris Hemsworth,456007,Christopher Yost,2013,70454,2683,,2
Till We Meet Again,130000,Changing Film Productions,USA,Bank Tangjaitrong,Adventure,13557,NOT RATED,25/11/2016,105,6.9,John Matton,1248,John Matton,2016,2642,118,,1
Tim and Eric's Billion Dollar Movie,3000000,2929 Productions,USA,Tim Heidecker,Comedy,200803,R,27/01/2012,93,5.3,Tim Heidecker,8478,Tim Heidecker,2012,2066,211,,1
Timber Falls,2600000,Rifkin-Eberts,USA,Tony Giglio,Horror,50000,R,23/05/2008,100,5.3,Josh Randall,5236,Dan Kay,2007,96,10,28804,0
Tiny Furniture,65000,Tiny Ponies,USA,Lena Dunham,Comedy,389804,NOT RATED,30/03/2012,98,6.2,Lena Dunham,12702,Lena Dunham,2010,193,27,103641,1
To Rome with Love,0,Medusa Film,USA,Woody Allen,Comedy,16685867,R,06/07/2012,112,6.3,Woody Allen,73659,Woody Allen,2012,1795,75,,1
To the Wonder,0,Brothers K Productions,USA,Terrence Malick,Drama,586293,R,16/08/2013,112,5.9,Ben Affleck,23334,Terrence Malick,2012,7069,83,,1
Today's Special,0,Inimitable Pictures,USA,David Kaplan,Comedy,400654,R,11/11/2009,99,6.7,Kevin Breznahan,4749,Aasif Mandvi,2009,576,24,147868,1
Todo lo que necesitas es amor,0,Zentropa Productions,Denmark,Susanne Bier,Comedy,1631306,R,19/10/2012,116,6.6,Pierce Brosnan,11049,Anders Thomas Jensen,2012,733,38,,0
Tomorrowland,190000000,Walt Disney Pictures,USA,Brad Bird,Action,93436322,PG,22/05/2015,130,6.5,George Clooney,147385,Damon Lindelof,2015,735798,27491,,0
Toni Erdmann,0,Komplizen Film,Germany,Maren Ade,Comedy,1478960,R,25/12/2016,162,7.5,Sandra Hüller,29072,Maren Ade,2016,1028,118,,2
Tooth Fairy,48000000,Twentieth Century Fox Film Corporation,USA,Michael Lembeck,Comedy,60022256,PG,22/01/2010,101,5,Dwayne Johnson,33336,Lowell Ganz,2010,3439,1289,2413897,2
Top Five,12000000,IAC Films,USA,Chris Rock,Comedy,25277561,R,12/12/2014,102,6.4,Chris Rock,23426,Chris Rock,2014,3848,73,,1
Total Recall,125000000,Total Recall,USA,Len Wiseman,Action,58877969,PG-13,03/08/2012,118,6.3,Colin Farrell,214699,Kurt Wimmer,2012,5169,333,,1
Towelhead,0,Indian Paintbrush,USA,Alan Ball,Drama,371446,R,26/09/2008,116,7,Summer Bishil,10669,Alan Ball,2007,54,15,12541,1
Tower Heist,75000000,Universal Pictures,USA,Brett Ratner,Action,78046570,PG-13,04/11/2011,104,6.2,Eddie Murphy,116459,Adam Cooper,2011,7855,372,5611869,1
Toy Story 3,200000000,Walt Disney Pictures,USA,Lee Unkrich,Animation,415004880,G,18/06/2010,103,8.3,Tom Hanks,603472,John Lasseter,2010,1137,267,427974,0
