budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year,Likes,Dislike
0,Film4,Greece,Yorgos Lanthimos,Comedy,8699235,La langosta,R,16-10-2015,119,7.1,Colin Farrell,131840,Yorgos Lanthimos,2015,,
29000000,Brownstone Productions (II),USA,Elizabeth Banks,Comedy,184296230,Pitch Perfect 2,PG-13,15-05-2015,115,6.4,Anna Kendrick,112447,Kay Cannon,2015,,
20000000,3 Arts Entertainment,USA,John Wells,Comedy,13650738,Burnt,R,30-10-2015,101,6.6,Bradley Cooper,80803,Steven Knight,2015,,
55000000,Working Title Films,UK,Baltasar Kormákur,Action,43482270,Everest,PG-13,25-09-2015,121,7.1,Jason Clarke,160640,William Nicholson,2015,,
130000000,Gary Sanchez Productions,USA,Peyton Reed,Action,180202163,Ant-Man,PG-13,17-07-2015,117,7.3,Paul Rudd,388417,Edgar Wright,2015,,
28000000,Universal Pictures,USA,F. Gary Gray,Biography,161197785,Straight Outta Compton,R,14-08-2015,147,7.9,O'Shea Jackson Jr.,146861,Jonathan Herman,2015,,
160000000,Color Force,USA,Francis Lawrence,Action,281723902,The Hunger Games: Mockingjay - Part 2,PG-13,20-11-2015,137,6.6,Jennifer Lawrence,212989,Peter Craig,2015,,
5000000,Blinding Edge Pictures,USA,M. Night Shyamalan,Horror,65206105,The Visit,PG-13,11-09-2015,94,6.2,Olivia DeJonge,86781,M. Night Shyamalan,2015,,
25000000,Lakeshore Entertainment,USA,Lee Toland Krieger,Drama,42478175,The Age of Adaline,PG-13,24-04-2015,112,7.2,Blake Lively,118727,J. Mills Goodloe,2015,,
53000000,Cross Creek Pictures,USA,Scott Cooper,Biography,62575678,Black Mass,R,18-09-2015,123,6.9,Johnny Depp,140407,Mark Mallouk,2015,,
55000000,Double Dare You (DDY),USA,Guillermo del Toro,Drama,31056945,Crimson Peak,R,16-10-2015,119,6.5,Mia Wasikowska,102529,Guillermo del Toro,2015,,
30000000,Escape Artists,Hong Kong,Antoine Fuqua,Drama,52421953,Revancha,R,24-07-2015,124,7.4,Jake Gyllenhaal,176502,Kurt Sutter,2015,,
0,Gamechanger Films,USA,Karyn Kusama,Drama,231703,The Invitation,NOT RATED,08-04-2016,100,6.7,Logan Marshall-Green,46822,Phil Hay,2015,,
0,Screen Australia,Australia,Jocelyn Moorhouse,Comedy,2021399,The Dressmaker,R,29-10-2015,119,7.1,Kate Winslet,36647,Rosalie Ham,2015,,
35000000,Metro-Goldwyn-Mayer (MGM),USA,Ryan Coogler,Drama,109767581,Creed,PG-13,25-11-2015,133,7.6,Michael B. Jordan,182827,Ryan Coogler,2015,,
110000000,Summit Entertainment,USA,Robert Schwentke,Action,130179072,Insurgent,PG-13,20-03-2015,119,6.3,Shailene Woodley,178165,Brian Duffield,2015,,
35000000,Twentieth Century Fox Film Corporation,USA,Aleksander Bach,Action,22464430,Hitman: Agent 47,R,21-08-2015,96,5.7,Rupert Friend,72970,Skip Woods,2015,,
8500000,CBS Films,USA,Ari Sandel,Comedy,34017854,The DUFF,PG-13,20-02-2015,101,6.5,Mae Whitman,60469,Josh A. Cagan,2015,,
35000000,Universal Pictures,Japan,Judd Apatow,Comedy,110212700,Esta chica es un desastre,R,17-07-2015,125,6.3,Amy Schumer,110244,Amy Schumer,2015,,
5000000,Blumhouse Productions,USA,Joel Edgerton,Drama,43771291,The Gift,R,07-08-2015,108,7.1,Jason Bateman,103554,Joel Edgerton,2015,,
105000000,Alcon Entertainment,China,Ericson Core,Action,28782481,Punto de quiebre,PG-13,25-12-2015,114,5.3,Edgar Ramírez,46887,Kurt Wimmer,2015,,
80000000,Columbia Pictures,USA,Genndy Tartakovsky,Animation,169700110,Hotel Transylvania 2,PG,25-09-2015,89,6.7,Adam Sandler,73328,Robert Smigel,2015,,
50000000,Paramount Pictures,USA,Sean Anders,Comedy,150357137,Daddy's Home,PG-13,25-12-2015,96,6.1,Will Ferrell,72842,Brian Burns,2015,,
0,Coup d'Etat Films,USA,Kyle Patrick Alvarez,Biography,643557,The Stanford Prison Experiment,R,17-07-2015,122,6.9,Ezra Miller,23757,Tim Talbott,2015,,
40000000,DreamWorks,USA,Steven Spielberg,Drama,72313754,Bridge of Spies,PG-13,16-10-2015,142,7.6,Tom Hanks,227862,Matt Charman,2015,,
30000000,Universal Pictures,UK,Danny Boyle,Biography,17750583,Steve Jobs,R,23-10-2015,122,7.2,Michael Fassbender,121579,Aaron Sorkin,2015,,
31000000,BenderSpink,USA,John Francis Daley,Adventure,58884188,Vacation,R,29-07-2015,99,6.1,Ed Helms,77487,Jonathan Goldstein,2015,,
90000000,Summit Entertainment,USA,Breck Eisner,Action,27367660,The Last Witch Hunter,PG-13,23-10-2015,106,6,Vin Diesel,74795,Cory Goodman,2015,,
120000000,Twentieth Century Fox Film Corporation,USA,Josh Trank,Action,56117548,Fantastic Four,PG-13,07-08-2015,100,4.3,Miles Teller,125934,Jeremy Slater,2015,,
50100000,Kramer & Sigman Films,USA,Glenn Ficarra,Comedy,53862963,Focus,R,27-02-2015,105,6.6,Will Smith,171771,Glenn Ficarra,2015,,
35000000,Waverly Films,USA,Nancy Meyers,Comedy,75764672,The Intern,PG-13,25-09-2015,121,7.1,Robert De Niro,166416,Nancy Meyers,2015,,
49000000,Columbia Pictures,South Africa,Neill Blomkamp,Action,31569268,Chappie,R,06-03-2015,120,6.9,Sharlto Copley,194639,Neill Blomkamp,2015,,
11000000,Wildgaze Films,UK,John Crowley,Drama,38317535,Brooklyn,PG-13,25-11-2015,117,7.5,Saoirse Ronan,99195,Nick Hornby,2015,,
74000000,Illumination Entertainment,USA,Kyle Balda,Animation,336045770,Minions,PG,10-07-2015,91,6.4,Sandra Bullock,169228,Brian Lynch,2015,,
37000000,Columbia Pictures,USA,Cameron Crowe,Comedy,20991497,Aloha,PG-13,29-05-2015,105,5.4,Bradley Cooper,46828,Cameron Crowe,2015,,
10000000,Black Label Media,USA,Jean-Marc Vallée,Comedy,1978592,Demolition,R,08-04-2016,101,7,Jake Gyllenhaal,64109,Bryan Sipe,2015,,
14800000,Warner Bros.,USA,Gregory Jacobs,Comedy,66013057,Magic Mike XXL,R,01-07-2015,115,5.6,Channing Tatum,44006,Reid Carolin,2015,,
5000000,Broad Green Pictures,USA,Jeremy Saulnier,Crime,3219029,Green Room,R,13-05-2016,95,7,Anton Yelchin,69349,Jeremy Saulnier,2015,,
34000000,Fox 2000 Pictures,USA,George Tillman Jr.,Drama,37432299,The Longest Ride,PG-13,10-04-2015,123,7.1,Scott Eastwood,61182,Nicholas Sparks,2015,,
100000000,Warner Bros.,USA,Ron Howard,Action,25020758,In the Heart of the Sea,PG-13,11-12-2015,122,6.9,Chris Hemsworth,94603,Charles Leavitt,2015,,
60000000,Fox 2000 Pictures,USA,David O. Russell,Biography,56451232,Joy,PG-13,25-12-2015,124,6.6,Jennifer Lawrence,102242,David O. Russell,2015,,
88000000,Columbia Pictures,USA,Chris Columbus,Action,78747585,Pixels,PG-13,24-07-2015,105,5.6,Adam Sandler,106004,Tim Herlihy,2015,,
12000000,Fox 2000 Pictures,USA,Jake Schreier,Drama,32000304,Paper Towns,PG-13,24-07-2015,109,6.3,Nat Wolff,76635,Scott Neustadter,2015,,
35000000,"Cantillon Company, The",UK,Peter Landesman,Biography,34531832,Concussion,PG-13,25-12-2015,123,7.1,Will Smith,64629,Peter Landesman,2015,,
40000000,Gary Sanchez Productions,USA,Etan Cohen,Comedy,90411453,Get Hard,R,27-03-2015,100,6,Will Ferrell,98662,Jay Martel,2015,,
68000000,Universal Pictures,USA,Seth MacFarlane,Comedy,81476385,Ted 2,R,26-06-2015,115,6.3,Mark Wahlberg,143077,Seth MacFarlane,2015,,
2000000,Caviar,USA,Marielle Heller,Drama,1477002,The Diary of a Teenage Girl,R,28-08-2015,102,6.9,Bel Powley,22916,Phoebe Gloeckner,2015,,
58000000,Columbia Pictures,USA,Rob Letterman,Adventure,80080379,Goosebumps,PG,16-10-2015,103,6.3,Jack Black,59906,Darren Lemke,2015,,
2000000,Bazelevs Production,Russia,Ilya Naishuller,Action,9244565,Hardcore: Misión extrema,R,08-04-2016,96,6.7,Sharlto Copley,65051,Ilya Naishuller,2015,,
0,Indigo Film,Italy,Paolo Sorrentino,Comedy,2698509,Youth,R,04-12-2015,124,7.3,Michael Caine,55177,Paolo Sorrentino,2015,,
15000000,Broken Road Productions,USA,Christopher Landon,Action,3635292,Scouts Guide to the Zombie Apocalypse,R,30-10-2015,93,6.3,Tye Sheridan,33629,Carrie Lee Wilson,2015,,
50000000,Worldview Entertainment,Czech Republic,Daniel Espinosa,Crime,1206135,Crimenes ocultos,R,24-04-2015,137,6.5,Tom Hardy,50379,Richard Price,2015,,
150000000,Warner Bros.,USA,Joe Wright,Adventure,35088320,Pan,PG,09-10-2015,111,5.8,Levi Miller,49650,Jason Fuchs,2015,,
15000000,See-Saw Films,UK,Justin Kurzel,Drama,1108247,Macbeth,R,11-12-2015,113,6.7,Michael Fassbender,43481,Todd Louiso,2015,,
0,Dogwood Films,USA,Terrence Malick,Drama,558402,Knight of Cups,R,04-03-2016,118,5.7,Christian Bale,18771,Terrence Malick,2015,,
10000000,Gramercy Pictures (I),Canada,Leigh Whannell,Horror,52218558,La noche del demonio: Capitulo 3,PG-13,05-06-2015,97,6.1,Dermot Mulroney,67298,Leigh Whannell,2015,,
0,Nordisk Film,Denmark,Martin Zandvliet,Drama,434640,Bajo la arena,R,26-05-2017,100,7.8,Roland Møller,17582,Martin Zandvliet,2015,,
16200000,Bold Films,USA,John Erick Dowdle,Action,27285953,No Escape,R,26-08-2015,103,6.8,Lake Bell,61262,John Erick Dowdle,2015,,
26000000,Endgame Entertainment,USA,Tarsem Singh,Action,12276810,Self/less,PG-13,10-07-2015,117,6.5,Ryan Reynolds,70564,Àlex Pastor,2015,,
8000000,Amasia Entertainment,USA,Paco Cabezas,Action,25369,Mr. Right,R,08-04-2016,95,6.3,Anna Kendrick,33496,Max Landis,2015,,
0,Gloria Sanchez Productions,USA,Leslye Headland,Comedy,814775,Sleeping with Other People,R,12-08-2015,101,6.5,Jason Sudeikis,29326,Leslye Headland,2015,,
0,Tre Vänner Produktion AB,Sweden,Hannes Holm,Comedy,3358518,Un hombre gruñón,PG-13,30-09-2016,116,7.7,Rolf Lassgård,25808,Hannes Holm,2015,,
19500000,IM Global,USA,Billy Ray,Crime,20180155,Secret in Their Eyes,PG-13,20-11-2015,111,6.2,Chiwetel Ejiofor,29254,Billy Ray,2015,,
25000000,Columbia Pictures,USA,Jonathan Levine,Adventure,43035725,The Night Before,R,20-11-2015,101,6.4,Joseph Gordon-Levitt,45947,Jonathan Levine,2015,,
200000000,Pixar Animation Studios,USA,Peter Sohn,Animation,123087120,The Good Dinosaur,PG,25-11-2015,93,6.7,Jeffrey Wright,80711,Bob Peterson,2015,,
0,Mod Producciones,Spain,Alejandro Amenábar,Crime,54734,Regression,R,02-10-2015,106,5.7,Ethan Hawke,28090,Alejandro Amenábar,2015,,
135000000,DreamWorks Animation,USA,Tim Johnson,Animation,177397510,Home,PG,27-03-2015,94,6.7,Jim Parsons,79374,Tom J. Astle,2015,,
35000000,Sony Pictures Entertainment (SPE),USA,Robert Zemeckis,Adventure,10137502,The Walk,PG,09-10-2015,123,7.3,Joseph Gordon-Levitt,97203,Robert Zemeckis,2015,,
40000000,Davis Entertainment,USA,Paul McGuigan,Drama,5775076,Victor Frankenstein,PG-13,25-11-2015,110,6,Daniel Radcliffe,40525,Max Landis,2015,,
0,Paris Film,Canada,Oz Perkins,Horror,19980,The Blackcoat's Daughter,R,16-02-2017,93,5.8,Emma Roberts,6768,Oz Perkins,2015,,
15000000,Legendary Entertainment,USA,Michael Dougherty,Comedy,42592530,Krampus,PG-13,04-12-2015,98,6.2,Adam Scott,44393,Todd Casey,2015,,
8000000,Indian Paintbrush,USA,Alfonso Gomez-Rejon,Comedy,6743776,Me and Earl and the Dying Girl,PG-13,01-07-2015,105,7.8,Thomas Mann,96689,Jesse Andrews,2015,,
0,HanWay Films,UK,Ben Wheatley,Drama,343139,High-Rise,R,28-04-2016,119,5.7,Tom Hiddleston,28067,Amy Jump,2015,,
25000000,1821 Pictures,USA,Gavin O'Connor,Action,1512815,Jane Got a Gun,R,29-01-2016,98,5.9,Natalie Portman,15689,Brian Duffield,2015,,
25000000,EuropaCorp,France,Camille Delamarre,Action,16027866,El transportador recargado,PG-13,04-09-2015,96,5.1,Ed Skrein,32420,Adam Cooper,2015,,
30000000,Warner Bros.,USA,Doug Ellin,Comedy,32361416,Entourage,R,03-06-2015,104,6.6,Adrian Grenier,66336,Doug Ellin,2015,,
7000000,Forest Whitaker's Significant Productions,USA,Rick Famuyiwa,Comedy,17474107,Dope,R,19-06-2015,103,7.3,Shameik Moore,69552,Rick Famuyiwa,2015,,
50000000,Warner Bros.,USA,Jaume Collet-Serra,Action,26442251,Run All Night,R,13-03-2015,114,6.6,Liam Neeson,85225,Brad Ingelsby,2015,,
0,Regency Enterprises,USA,Rupert Goold,Crime,4715819,True Story,R,17-04-2015,99,6.3,James Franco,44237,Rupert Goold,2015,,
0,Frenesy Film Company,Italy,Luca Guadagnino,Drama,1982505,A Bigger Splash,R,13-05-2016,125,6.4,Tilda Swinton,16900,David Kajganich,2015,,
0,Fox Searchlight Pictures,UK,Thomas Vinterberg,Drama,12229314,Far from the Madding Crowd,PG-13,22-05-2015,119,7.1,Carey Mulligan,36196,Thomas Hardy,2015,,
10000000,Universal Pictures,France,Angelina Jolie,Drama,531009,Frente al mar,R,01-01-2016,122,5.2,Brad Pitt,13055,Angelina Jolie,2015,,
13000000,Raindog Films,UK,Gavin Hood,Drama,18700837,Eye in the Sky,R,01-04-2016,102,7.3,Helen Mirren,61722,Guy Hibbert,2015,,
16000000,Freedom Media,USA,Drake Doremus,Drama,32095,Equals,PG-13,26-05-2016,101,6,Nicholas Hoult,18681,Nathan Parker,2015,,
23000000,LStar Capital,USA,Jeremy Garelick,Comedy,64460211,The Wedding Ringer,R,16-01-2015,101,6.7,Kevin Hart,60737,Jeremy Garelick,2015,,
0,Edward R. Pressman Film,UK,Matt Brown,Biography,3866794,The Man Who Knew Infinity,PG-13,29-04-2016,108,7.2,Dev Patel,33630,Matt Brown,2015,,
2000000,StudioCanal,UK,Max Joseph,Drama,3590010,We Are Your Friends,R,28-08-2015,96,6.2,Zac Efron,27695,Max Joseph,2015,,
6000000,"Princess Grace Foundation, The",USA,Cary Fukunaga,Drama,83861,Beasts of No Nation,NOT RATED,16-10-2015,137,7.8,Abraham Attah,52905,Cary Fukunaga,2015,,
30000000,Little Stranger,USA,Jason Moore,Comedy,87044645,Sisters,R,18-12-2015,118,6,Amy Poehler,52137,Paula Pell,2015,,
0,Archimede,Italy,Matteo Garrone,Drama,80809,Tale of Tales,R,22-04-2016,134,6.4,Salma Hayek,18674,Giambattista Basile,2015,,
28000000,PalmStar Media,USA,Nima Nourizadeh,Action,14434604,American Ultra,R,21-08-2015,100,6.1,Jesse Eisenberg,67391,Max Landis,2015,,
11000000,Origin Pictures,UK,Simon Curtis,Biography,33305037,Woman in Gold,PG-13,10-04-2015,109,7.3,Helen Mirren,42052,Alexi Kaye Campbell,2015,,
0,Rhombus Media,Canada,Patricia Rozema,Drama,6438,Into the Forest,R,29-07-2016,101,5.9,Ellen Page,11816,Patricia Rozema,2015,,
8000000,Harmonius Claptrap,USA,Duke Johnson,Animation,3442820,Anomalisa,R,05-02-2016,90,7.2,David Thewlis,47499,Charlie Kaufman,2015,,
12000000,Insurge Pictures,USA,Dean Israelite,Sci-Fi,22331028,Project Almanac,PG-13,30-01-2015,106,6.4,Amy Landecker,65169,Jason Pagan,2015,,
11000000,Gravier Productions,USA,Woody Allen,Comedy,4027764,Irrational Man,R,07-08-2015,95,6.6,Joaquin Phoenix,42507,Woody Allen,2015,,
40000000,StudioCanal,USA,Pierre Morel,Action,10640645,The Gunman,R,20-03-2015,115,5.8,Sean Penn,32345,Jean-Patrick Manchette,2015,,
4000000,Universal Pictures,USA,Rob Cohen,Mystery,35385560,The Boy Next Door,R,23-01-2015,91,4.7,Jennifer Lopez,31057,Barbara Curry,2015,,
0,Fantefilm,Norway,Roar Uthaug,Action,176637,La última ola,R,29-07-2016,105,6.7,Kristoffer Joner,20509,John Kåre Raake,2015,,
60000000,OddLot Entertainment,UK,David Koepp,Action,7605668,Mortdecai,R,23-01-2015,107,5.5,Johnny Depp,54191,Eric Aronson,2015,,
15000000,Bleecker Street Films,USA,Jay Roach,Biography,7857741,Trumbo,R,27-11-2015,124,7.5,Bryan Cranston,60593,John McNamara,2015,,
10000000,Entertainment One,USA,Ciarán Foy,Horror,27736779,Sinister 2,R,21-08-2015,97,5.3,James Ransone,33723,Scott Derrickson,2015,,
81200000,Onyx Films,France,Mark Osborne,Animation,1339152,El principito,PG,05-08-2016,108,7.8,Jeff Bridges,41751,Irena Brignull,2015,,
3500000,Duplass Brothers Productions,USA,Bryan Buckley,Comedy,615654,The Bronze,R,18-03-2016,100,6,Melissa Rauch,7520,Melissa Rauch,2015,,
35000000,Fox 2000 Pictures,USA,Gil Kenan,Horror,47425125,Poltergeist,PG-13,22-05-2015,93,4.9,Sam Rockwell,47376,David Lindsay-Abaire,2015,,
8000000,Route One Entertainment,USA,Ken Kwapis,Adventure,29467855,A Walk in the Woods,R,02-09-2015,104,6.3,Robert Redford,18661,Michael Arndt,2015,,
26000000,Alcon Entertainment,Chile,Patricia Riggen,Biography,12188642,Los 33,PG-13,13-11-2015,127,6.9,Antonio Banderas,27925,Mikko Alanne,2015,,
74000000,Paramount Animation,USA,Paul Tibbitt,Animation,162994032,The SpongeBob Movie: Sponge Out of Water,PG,06-02-2015,92,6,Tom Kenny,38659,Glenn Berger,2015,,
25000000,Bloom,USA,Gus Van Sant,Drama,20083,The Sea of Trees,PG-13,26-08-2016,110,5.9,Matthew McConaughey,8519,Chris Sparling,2015,,
100000,Duplass Brothers Productions,USA,Sean Baker,Comedy,701837,Tangerine,R,10-07-2015,88,7,Kitana Kiki Rodriguez,16597,Sean Baker,2015,,
70000000,Forward Pass,USA,Michael Mann,Crime,7097125,Blackhat,R,16-01-2015,133,5.4,Chris Hemsworth,44249,Morgan Davis Foehl,2015,,
0,New Real Films,Canada,Robert Budreau,Biography,667476,Born to Be Blue,R,30-03-2016,97,6.9,Ethan Hawke,5113,Robert Budreau,2015,,
90000000,Fox 2000 Pictures,USA,Walt Becker,Animation,85886987,Alvin and the Chipmunks: The Road Chip,PG,18-12-2015,100,5.1,Jason Lee,12069,Ross Bagdasarian,2015,,
8000000,Enderby Entertainment,USA,Daniel Alfredson,Thriller,16458,Blackway,R,10-06-2016,90,5.2,Anthony Hopkins,4931,Castle Freeman Jr.,2015,,
0,Duplass Brothers Productions,USA,Patrick Brice,Comedy,1100000,The Overnight,R,19-06-2015,79,6.1,Adam Scott,12642,Patrick Brice,2015,,
1000000,Red Crown Productions,USA,Michael Showalter,Comedy,14443077,"Hello, My Name Is Doris",R,01-04-2016,90,6.7,Sally Field,14007,Laura Terruso,2015,,
35000000,Metro-Goldwyn-Mayer (MGM),USA,Anne Fletcher,Action,34507079,Hot Pursuit,PG-13,08-05-2015,87,5.1,Reese Witherspoon,40431,David Feeney,2015,,
28000000,Participant Media,USA,David Gordon Green,Comedy,6998324,Our Brand Is Crisis,R,30-10-2015,107,6.1,Sandra Bullock,16204,Peter Straughan,2015,,
8500000,Lionsgate,USA,Henry Hobson,Drama,187112,Maggie,PG-13,08-05-2015,95,5.6,Arnold Schwarzenegger,35167,John Scott 3,2015,,
3000000,FaithStep Films,USA,Alex Kendrick,Drama,67790117,War Room,PG,28-08-2015,120,6.4,Priscilla C. Shirer,10268,Alex Kendrick,2015,,
9600000,Sony Pictures Classics,Australia,James Vanderbilt,Biography,2541554,Conspiración y poder,R,30-10-2015,125,6.8,Cate Blanchett,14615,James Vanderbilt,2015,,
9400000,Panorama Studios,India,Nishikant Kamat,Crime,739478,Drishyam,NOT RATED,31-07-2015,163,8.4,Ajay Devgn,42547,Jeethu Joseph,2015,,
0,Fox Searchlight Pictures,USA,Noah Baumbach,Comedy,2461121,Mistress America,R,04-09-2015,84,6.7,Greta Gerwig,19140,Noah Baumbach,2015,,
0,Silver Reel,Iceland,Craig Zobel,Drama,118483,Z for Zachariah,PG-13,28-08-2015,98,6,Chiwetel Ejiofor,21852,Nissar Modi,2015,,
0,Soft Tread Enterprises,Australia,Rosemary Myers,Comedy,45650,Girl Asleep,Not specified,08-09-2016,77,6.2,Bethany Whitmore,1693,Matthew Whittet,2015,,
18000000,Clinica Estetico,USA,Jonathan Demme,Comedy,26822144,Ricki and the Flash,PG-13,07-08-2015,101,6,Meryl Streep,18428,Diablo Cody,2015,,
5000000,Allspark Pictures,USA,Jon M. Chu,Adventure,2184640,Jem and the Holograms,PG,23-10-2015,118,4.1,Aubrey Peeples,5640,Ryan Landels,2015,,
14000000,Ruby Films,UK,Sarah Gavron,Biography,4693356,Suffragette,PG-13,11-12-2015,106,6.9,Carey Mulligan,28377,Abi Morgan,2015,,
20000000,Metro-Goldwyn-Mayer (MGM),USA,Boaz Yakin,Adventure,42652003,Max,PG,26-06-2015,111,6.8,Thomas Haden Church,22181,Boaz Yakin,2015,,
0,Serendipity Point Films,Canada,Atom Egoyan,Drama,637555,Remember,R,17-12-2015,94,7.4,Christopher Plummer,14266,Benjamin August,2015,,
18026148,Arka Mediaworks,India,S.S. Rajamouli,Action,6738000,Baahubali: The Beginning,Not specified,09-07-2015,159,8.2,Prabhas,81329,Vijayendra Prasad,2015,,
3300000,Blumhouse Productions,USA,David Gelb,Horror,25799043,The Lazarus Effect,PG-13,27-02-2015,83,5.2,Olivia Wilde,32659,Luke Dawson,2015,,
0,Franklin Street,USA,Rebecca Miller,Comedy,3351230,Maggie's Plan,R,27-04-2016,98,6.2,Greta Gerwig,10929,Rebecca Miller,2015,,
0,Wytwórnia Filmów Dokumentalnych i Fabularnych (WFDiF),Poland,Agnieszka Smoczynska,Comedy,98818,The Lure,NOT RATED,25-12-2015,92,6.3,Marta Mazurek,2000,Robert Bolesto,2015,,
0,EMA Films,Canada,François Simard,Action,50000,Turbo Kid,UNRATED,28-08-2015,93,6.7,Munro Chambers,20452,François Simard,2015,,
17000000,Mayhem Pictures,USA,Niki Caro,Biography,44469602,"McFarland, USA",PG,20-02-2015,129,7.4,Kevin Costner,27814,Christopher Cleveland,2015,,
0,Bayerischer Rundfunk (BR),Germany,Julian Rosefeldt,Drama,143656,Manifesto,NOT RATED,23-11-2017,95,7.2,Cate Blanchett,1314,Julian Rosefeldt,2015,,
65000000,Sparkle Roll Media,China,Daniel Lee,Action,74068,Dragon Blade,R,04-09-2015,127,6.1,Jackie Chan,14229,Daniel Lee,2015,,
0,Hoody Boy Productions,USA,Trey Edward Shults,Drama,140779,Krisha,R,18-03-2016,83,7.1,Krisha Fairchild,4086,Trey Edward Shults,2015,,
10000000,Miramax,UK,Bill Condon,Drama,17737646,Mr. Holmes,PG,24-07-2015,104,6.9,Ian McKellen,51307,Mitch Cullin,2015,,
0,Varient,USA,Marya Cohn,Drama,5249,The Girl in the Book,NOT RATED,11-12-2015,86,6.2,Emily VanCamp,3075,Marya Cohn,2015,,
3000000,Esperanto Kino,Mexico,Jonás Cuarón,Drama,1828933,Desierto,R,15-04-2016,88,6,Gael García Bernal,6253,Jonás Cuarón,2015,,
17000000,CBS Films,USA,Jessie Nelson,Comedy,26284475,Love the Coopers,PG-13,13-11-2015,107,5.7,Steve Martin,13475,Steven Rogers,2015,,
0,MM Productions,USA,Mary Agnes Donoghue,Comedy,2254,Jenny's Wedding,PG-13,31-07-2015,94,5.5,Katherine Heigl,7852,Mary Agnes Donoghue,2015,,
99000000,Twentieth Century Fox Animation,USA,Steve Martino,Animation,130178411,The Peanuts Movie,G,06-11-2015,88,7.1,Noah Schnapp,34889,Craig Schulz,2015,,
36000000,Dreams Salon Entertainment Culture,China,Wilson Yip,Action,2679437,Ip Man 3,PG-13,24-12-2015,105,7.1,Donnie Yen,31713,Tai-lee Chan,2015,,
0,POP Films,USA,Jacob Gentry,Drama,4267,Synchronicity,R,22-01-2016,101,5.5,Chad McKnight,7562,Jacob Gentry,2015,,
10000000,Big Indie Pictures,USA,Dan Fogelman,Comedy,5348317,Danny Collins,R,10-04-2015,106,7,Al Pacino,24666,Dan Fogelman,2015,,
12000000,Rocklin \ Faust,USA,David M. Rosenthal,Drama,57017904,The Perfect Guy,PG-13,11-09-2015,100,5.6,Sanaa Lathan,7922,Alan B. McElroy,2015,,
0,CG Cinéma,France,Deniz Gamze Ergüven,Drama,845464,Mustang: belleza salvaje,PG-13,05-02-2016,97,7.7,Günes Sensoy,25260,Deniz Gamze Ergüven,2015,,
0,Filmbox,USA,Gary Rydstrom,Animation,12427046,Strange Magic,PG,23-01-2015,99,5.8,Evan Rachel Wood,8009,David Berenbaum,2015,,
0,Aggregate Films,USA,Jason Bateman,Comedy,240067,The Family Fang,R,06-05-2016,105,6.1,Jason Bateman,5585,Kevin Wilson,2015,,
0,Laokoon Filmgroup,Hungary,László Nemes,Drama,1777043,El hijo de Saúl,R,26-02-2016,107,7.5,Géza Röhrig,32339,László Nemes,2015,,
13000000,Bron Studios,USA,Marc Abraham,Biography,1646468,I Saw the Light,R,01-04-2016,123,5.7,Tom Hiddleston,4460,Marc Abraham,2015,,
0,S Films,UK,Catherine Hardwicke,Comedy,1162653,Miss You Already,PG-13,25-09-2015,112,6.8,Drew Barrymore,12743,Morwenna Banks,2015,,
5000000,Big Beach Films,USA,Gaby Dellal,Drama,66371,3 Generations,PG-13,29-09-2016,92,5.6,Naomi Watts,2608,Nikole Beckwith,2015,,
10000000,Worldview Entertainment,Ireland,Kim Farrant,Drama,17472,Strangerland,R,10-07-2015,112,5.2,Nicole Kidman,6735,Michael Kinirons,2015,,
0,Occupant Entertainment,UK,Corin Hardy,Horror,8967,The Hallow,NOT RATED,05-11-2015,97,5.7,Joseph Mawle,11545,Corin Hardy,2015,,
0,Screen NSW,Australia,Simon Stone,Drama,26376,The Daughter,Not specified,27-01-2017,96,6.7,Geoffrey Rush,3194,Simon Stone,2015,,
30000000,Columbia Pictures,USA,Andy Fickman,Action,71038190,Paul Blart: Mall Cop 2,PG,17-04-2015,94,4.4,Kevin James,27268,Kevin James,2015,,
6000000,BBC Films,UK,Nicholas Hytner,Biography,10017675,The Lady in the Van,PG-13,26-02-2016,104,6.7,Maggie Smith,18091,Alan Bennett,2015,,
0,Terra Incognita Films,Belgium,Jaco Van Dormael,Comedy,89182,El nuevo nuevo testamento,NOT RATED,01-09-2015,114,7.1,Pili Groyne,20984,Thomas Gunzig,2015,,
14000000,Paramount Pictures,USA,Steve Pink,Comedy,12282677,Hot Tub Time Machine 2,R,20-02-2015,93,5.1,Rob Corddry,31612,Josh Heald,2015,,
10000000,Blumhouse Productions,USA,Gregory Plotkin,Horror,18300124,Paranormal Activity: The Ghost Dimension,R,23-10-2015,88,4.6,Chris J. Murray,19280,Jason Pagan,2015,,
0,40 Acres & A Mule Filmworks,USA,Spike Lee,Comedy,2647377,Chi-Raq,R,02-12-2016,127,5.7,Nick Cannon,6983,Kevin Willmott,2015,,
0,Sycamore Pictures,USA,Anna Boden,Comedy,129747,Mississippi Grind,R,13-08-2015,108,6.3,Ben Mendelsohn,13207,Anna Boden,2015,,
10000000,Babieka,UK,John Madden,Comedy,33078266,The Second Best Exotic Marigold Hotel,PG,06-03-2015,122,6.6,Judi Dench,25886,Ol Parker,2015,,
0,Audiovisual Aval SGR,Spain,Cesc Gay,Comedy,208799,Una sonrisa a la vida,TV-14,07-04-2017,108,7.3,Ricardo Darín,7973,Tomàs Aragay,2015,,
