budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year,Likes,Dislike
12000000,Plan B Entertainment,USA,Ryan Murphy,Comedy,6754898,Running with Scissors,R,27-10-2006,122,6.2,Joseph Cross,20590,Ryan Murphy,2006,54934,1808
50000000,Imagine Entertainment,USA,Matthew O'Callaghan,Animation,58640119,Curious George,G,10-02-2006,87,6.6,Will Ferrell,13503,Ken Kaufman,2006,235,77
30000000,New Line Cinema,USA,Liz Friedlander,Drama,34742066,Take the Lead,PG-13,07-04-2006,118,6.7,Antonio Banderas,22722,Dianne Houston,2006,161454,4706
40000000,Twentieth Century Fox Film Corporation,USA,John Whitesell,Comedy,70165972,Big Momma's House 2,PG-13,27-01-2006,99,4.6,Martin Lawrence,34616,Don Rhymer,2006,80,65
12000000,Walt Disney Pictures,USA,Michael Lembeck,Adventure,84500122,The Santa Clause 3: The Escape Clause,G,03-11-2006,97,4.7,Tim Allen,24317,Ed Decter,2006,246,20
14000000,The Weinstein Company,USA,Emilio Estevez,Biography,11242801,Bobby,R,23-11-2006,117,7,Anthony Hopkins,39109,Emilio Estevez,2006,297,6
30000000,Phoenix Pictures,UK,Chris Noonan,Biography,2975649,Miss Potter,PG,09-03-2007,88,7,Renée Zellweger,25132,Richard Maltby Jr.,2006,81,3
7000000,The Weinstein Company,USA,George Hickenlooper,Biography,1661464,Factory Girl,R,16-02-2007,99,6.4,Sienna Miller,19204,Captain Mauzner,2006,1097,252
0,Zentropa Entertainments,Denmark,Susanne Bier,Drama,412544,Después de la boda,R,11-05-2007,120,7.8,Mads Mikkelsen,27574,Susanne Bier,2006,21,0
6000000,Lions Gate Films,USA,Tyler Perry,Comedy,63257940,Madea's Family Reunion,PG-13,24-02-2006,107,5.1,Tyler Perry,9376,Tyler Perry,2006,86,20
0,Buena Vista Home Entertainment,Japan,Gorô Miyazaki,Animation,48461,Cuentos de Terramar,PG-13,31-07-2009,115,6.5,Timothy Dalton,26067,Ursula K. Le Guin,2006,3001,49
8000000,World Wrestling Entertainment (WWE),USA,Gregory Dark,Action,15032800,See No Evil,R,19-05-2006,84,5.1,Glenn Jacobs,23111,Dan Madigan,2006,7182,966
50000000,The Saul Zaentz Company,USA,Milos Forman,Biography,1000045,Goya's Ghosts,R,18-01-2008,113,6.9,Javier Bardem,26348,Milos Forman,2006,424,15
51000000,Paramount Pictures,Germany,Steve Oedekerk,Animation,72779000,La Granja,PG,04-08-2006,100,5.6,Kevin James,22732,Steve Oedekerk,2006,547132,318866
16800000,Edward R. Pressman Film,USA,Steven Shainberg,Biography,220914,Fur: An Imaginary Portrait of Diane Arbus,R,02-03-2007,122,6.5,Nicole Kidman,13848,Erin Cressida Wilson,2006,394,19
0,Metro-Goldwyn-Mayer (MGM),USA,Mort Nathan,Comedy,4261350,Van Wilder 2: The Rise of Taj,R,01-12-2006,97,4.8,Kal Penn,20196,David Drew Gallagher,2006,1587,159
13000000,Yari Film Group Releasing,Germany,Sidney Lumet,Biography,1173673,Find Me Guilty,R,17-03-2006,125,7.1,Vin Diesel,29604,Sidney Lumet,2006,97,15
0,Medusa Film,Italy,Giuseppe Tornatore,Drama,18569,The Unknown Woman,R,07-11-2008,118,7.5,Kseniya Rappoport,10774,Giuseppe Tornatore,2006,119,13
20000000,Dimension Films,USA,Todd Phillips,Comedy,17803796,School for Scoundrels,PG-13,29-09-2006,100,5.9,Billy Bob Thornton,27180,Todd Phillips,2006,511,42
12000000,Lionsgate,USA,Greg Coolidge,Comedy,28435406,Employee of the Month,PG-13,06-10-2006,103,5.5,Jessica Simpson,39328,Don Calame,2006,474,30
0,Gramercy Pictures (I),USA,Sanaa Hamri,Comedy,11425894,Something New,PG-13,03-02-2006,99,6.8,Sanaa Lathan,11116,Kriss Turner,2006,628822,28588
500000,Luna Pictures,USA,Todd Stephens,Comedy,654132,Another Gay Movie,NOT RATED,03-05-2007,92,5,Michael Carbonaro,8093,Tim Kaltenecker,2006,1313,79
6500000,This Is That Productions,USA,Nicole Holofcener,Comedy,13367101,Friends with Money,R,21-04-2006,88,5.8,Jennifer Aniston,21023,Nicole Holofcener,2006,3400,305
0,The Ultimate Gift LLC,USA,Michael O. Sajbel,Drama,3438735,The Ultimate Gift,PG,09-03-2007,100,7.4,Drew Fuller,15148,Cheryl McKay,2006,72,21
6000000,Partizan Films,France,Michel Gondry,Comedy,4663809,The Science of Sleep,R,29-09-2006,105,7.3,Gael García Bernal,63643,Michel Gondry,2006,858,14
60000000,Twentieth Century Fox Film Corporation,UK,Tim Hill,Animation,28426747,Garfield 2,PG,16-06-2006,82,5,Breckin Meyer,30758,Joel Cohen,2006,863,178
0,Amour Fou Filmproduktion,Hungary,György Pálfi,Comedy,10205,Taxidermia,NOT RATED,23-08-2006,91,7,Csaba Czene,14123,Lajos Parti Nagy,2006,974,227
20000000,Lakeshore Entertainment,USA,Tony Goldwyn,Comedy,11596143,The Last Kiss,R,15-09-2006,115,6.5,Zach Braff,38919,Paul Haggis,2006,5305,93
3700000,Rick Lashbrook Films,USA,Simon Brand,Crime,144397,Unknown,NOT RATED,31-08-2007,85,6.5,Jim Caviezel,27012,Matthew Waynee,2006,5007,379
0,Fox Searchlight Pictures,USA,Mira Nair,Drama,8661334,The Namesake,PG-13,06-04-2007,122,7.6,Kal Penn,17331,Sooni Taraporevala,2006,897,43
50000000,Warner Bros.,USA,John A. Davis,Animation,28142535,The Ant Bully,PG,28-07-2006,88,5.9,Paul Giamatti,31986,John A. Davis,2006,373,69
20000000,Gener8Xion Entertainment,USA,Michael O. Sajbel,Biography,13395961,One Night with the King,PG,13-10-2006,123,6.3,Tiffany Dupont,6072,Stephan Blinn,2006,29639,2309
0,Out of the Blue... Entertainment,USA,Doug Atchison,Drama,18811135,Akeelah and the Bee,PG,28-04-2006,100,7.5,Angela Bassett,16244,Doug Atchison,2006,29,10
17000000,Universal Pictures,USA,Paul Weitz,Comedy,7191830,American Dreamz,PG-13,21-04-2006,107,5.5,Hugh Grant,23173,Paul Weitz,2006,21517,1476
45000000,Last Holiday Productions,USA,Wayne Wang,Comedy,38360195,Last Holiday,PG-13,13-01-2006,112,6.4,Queen Latifah,23013,Jeffrey Price,2006,21,16
80000000,C.O.R.E. Feature Animation,Canada,Steve 'Spaz' Williams,Animation,37384046,Vida salvaje,G,14-04-2006,100,5.3,Kiefer Sutherland,20301,Ed Decter,2006,266,27
0,Glen Echo Entertainment,USA,Scott Glosserman,Comedy,69136,Behind the Mask: The Rise of Leslie Vernon,R,13-10-2006,100,6.8,Nathan Baesel,18107,Scott Glosserman,2006,199,7
0,Belladonna Productions,USA,Dito Montiel,Crime,516139,A Guide to Recognizing Your Saints,R,13-10-2006,100,7,Robert Downey Jr.,23014,Dito Montiel,2006,280,6
0,Les Films Pelléas,France,Pierre Salvadori,Comedy,1499127,Priceless,PG-13,11-04-2008,106,7,Audrey Tautou,27386,Pierre Salvadori,2006,27777,574
0,Fox Searchlight Pictures,UK,Richard Linklater,Comedy,1004059,Fast Food Nation,R,17-11-2006,114,6.3,Greg Kinnear,21699,Eric Schlosser,2006,549,30
13000000,Warner Independent Pictures (WIP),USA,Douglas McGrath,Biography,1150403,Infamous,R,13-10-2006,110,7.1,Toby Jones,14841,Douglas McGrath,2006,11701,450
26000000,Touchstone Pictures,USA,Justin Lin,Drama,17127992,Annapolis,PG-13,27-01-2006,108,5.8,James Franco,18618,David Collard,2006,1740,76
0,Foundry Films,Canada,Sarah Polley,Drama,4571521,Lejos de ella,PG-13,25-05-2007,110,7.6,Julie Christie,19642,Sarah Polley,2006,184,12
13000000,Warner Bros.,USA,Michael Polish,Adventure,10996440,The Astronaut Farmer,PG,23-02-2007,104,6.3,Billy Bob Thornton,20587,Mark Polish,2006,363,32
0,Lionsgate,Canada,James Isaac,Action,1018965,Hombre lobo,R,10-08-2007,110,4.6,Jason Behr,12056,James DeMonaco,2006,157068,8636
20000000,Universal Pictures,USA,Barry Levinson,Comedy,37442180,Man of the Year,PG-13,13-10-2006,115,6.2,Robin Williams,29068,Barry Levinson,2006,402426,17348
18000000,Icon Productions,USA,David Von Ancken,Action,418296,Seraphim Falls,R,18-01-2008,115,6.7,Pierce Brosnan,25950,David Von Ancken,2006,88,17
0,MTV Films,USA,Jody Hill,Comedy,233637,The Foot Fist Way,R,26-09-2008,82,6.4,Danny McBride,9799,Ben Best,2006,296,23
500000,Poultry Productions LLC,USA,Lloyd Kaufman,Comedy,23000,Poultrygeist: Night of the Chicken Dead,NOT RATED,06-07-2012,103,6.2,Jason Yachanin,6500,Gabriel Friedman,2006,144,20
0,Carsey-Werner Company,USA,Bob Odenkirk,Comedy,4613815,Let's Go to Prison,R,17-11-2006,84,6,Dax Shepard,20852,Robert Ben Garant,2006,184,9
0,Miramax,UK,Anthony Minghella,Crime,928960,Breaking and Entering,R,05-01-2007,120,6.5,Jude Law,20590,Anthony Minghella,2006,12776,129
32000000,Sunset Gower Studios,USA,Steven Soderbergh,Drama,1308696,The Good German,R,19-01-2007,105,6.1,George Clooney,22267,Paul Attanasio,2006,57,8
0,Bruin Grip Services,USA,Karen Moncrieff,Crime,17311,The Dead Girl,R,26-04-2007,93,6.7,Toni Collette,12988,Karen Moncrieff,2006,174,14
15000000,Fox 2000 Pictures,USA,Michael Mayer,Adventure,20998709,Flicka,PG,20-10-2006,95,6.2,Alison Lohman,6494,Mark Rosenthal,2006,5990,286
0,Samuel Goldwyn Films,USA,James Keach,Comedy,87416,Blind Dating,PG-13,20-02-2009,100,6.1,Chris Pine,10385,Christopher Theo,2006,1,0
26000000,Warner Bros.,USA,Paul Feig,Adventure,16647384,Unaccompanied Minors,PG,08-12-2006,90,5.1,Dyllan Christopher,8970,Jacob Meszaros,2006,720,29
8000000,Lions Gate Films,Canada,Andrew Currie,Comedy,298110,Mi mascota es un zombie,R,16-03-2007,93,6.7,Kesun Loder,26072,Robert Chomiak,2006,104,2
0,Regency Enterprises,USA,John Whitesell,Comedy,35092918,Deck the Halls,PG,22-11-2006,93,4.9,Matthew Broderick,17377,Matt Corman,2006,68615,5913
150000000,DreamWorks,USA,Michael Bay,Action,319071806,Transformers,PG-13,03-07-2007,144,7.1,Shia LaBeouf,541000,Roberto Orci,2007,9736,1546
25000000,Paramount Vantage,USA,Ethan Coen,Crime,74283625,No Country for Old Men,R,21-11-2007,122,8.1,Tommy Lee Jones,679346,Joel Coen,2007,88,19
65000000,Paramount Pictures,USA,David Fincher,Crime,33080084,Zodiac,R,02-03-2007,157,7.7,Jake Gyllenhaal,343160,James Vanderbilt,2007,1902,108
70000000,Paramount Pictures,UK,Matthew Vaughn,Adventure,38634938,Stardust,PG-13,10-08-2007,127,7.7,Charlie Cox,224119,Jane Goldman,2007,106,30
150000000,Warner Bros.,UK,David Yates,Adventure,292004738,Harry Potter and the Order of the Phoenix,PG-13,11-07-2007,138,7.5,Daniel Radcliffe,396738,Michael Goldenberg,2007,780,214
61000000,Paramount Pictures,USA,Antoine Fuqua,Action,47003582,Shooter,R,23-03-2007,124,7.2,Mark Wahlberg,273032,Jonathan Lemkin,2007,5918,404
0,Universal Pictures,UK,Edgar Wright,Action,23637265,Hot Fuzz,R,20-04-2007,121,7.9,Simon Pegg,385466,Edgar Wright,2007,262,93
25000000,Paramount Vantage,USA,Paul Thomas Anderson,Drama,40222514,There Will Be Blood,R,25-01-2008,158,8.1,Daniel Day-Lewis,412459,Paul Thomas Anderson,2007,53,5
15000000,Paramount Vantage,USA,Sean Penn,Adventure,18352454,Into the Wild,R,19-10-2007,148,8.1,Emile Hirsch,471946,Sean Penn,2007,97,17
18000000,Dimension Films,USA,Frank Darabont,Horror,25593755,The Mist,R,21-11-2007,126,7.2,Thomas Jane,239527,Frank Darabont,2007,91750,1962
19000000,LivePlanet,USA,Ben Affleck,Crime,20300218,Gone Baby Gone,R,19-10-2007,114,7.7,Morgan Freeman,212956,Ben Affleck,2007,1385,125
300000000,Walt Disney Pictures,USA,Gore Verbinski,Action,309420425,Pirates of the Caribbean: At World's End,PG-13,25-05-2007,169,7.1,Johnny Depp,514191,Ted Elliott,2007,29634,654
20000000,Columbia Pictures,USA,Greg Mottola,Comedy,121463226,Superbad,R,17-08-2007,113,7.6,Michael Cera,450691,Seth Rogen,2007,4321,163
150000000,Warner Bros.,USA,Francis Lawrence,Drama,256386216,I Am Legend,PG-13,14-12-2007,101,7.2,Will Smith,579646,Mark Protosevich,2007,7829,320
30000000,Warner Bros.,USA,Kirsten Sheridan,Drama,31655091,August Rush,PG,21-11-2007,114,7.5,Freddie Highmore,92924,Nick Castle,2007,30916,697
0,New Line Cinema,USA,Gregory Hoblit,Crime,39015018,Fracture,R,20-04-2007,113,7.2,Anthony Hopkins,152773,Daniel Pyne,2007,251975,3929
30000000,Universal Pictures,UK,Joe Wright,Drama,50927067,Atonement,R,11-01-2008,123,7.8,Keira Knightley,207447,Ian McEwan,2007,5717,135
258000000,Columbia Pictures,USA,Sam Raimi,Action,336530303,Spider-Man 3,PG-13,04-05-2007,139,6.2,Tobey Maguire,416842,Sam Raimi,2007,113649,10132
15000000,Dimension Films,USA,Rob Zombie,Horror,58272029,Halloween,R,31-08-2007,109,6.1,Scout Taylor-Compton,93548,Rob Zombie,2007,320963,12294
75000000,New Line Cinema,USA,Adam Shankman,Comedy,118871849,Hairspray,PG,20-07-2007,117,6.7,John Travolta,104717,Leslie Dixon,2007,148442,5022
150000000,Pixar Animation Studios,USA,Brad Bird,Animation,206445654,Ratatouille,G,29-06-2007,111,8,Brad Garrett,516560,Brad Bird,2007,41908,1610
30000000,Warner Bros.,USA,Andrew Dominik,Biography,3904982,The Assassination of Jesse James by the Coward Robert Ford,R,19-10-2007,160,7.5,Brad Pitt,146553,Andrew Dominik,2007,4702,139
0,DNA Films,UK,Danny Boyle,Adventure,3675753,Sunshine,R,27-07-2007,107,7.3,Cillian Murphy,204114,Alex Garland,2007,41081,1375
7500000,Fox Searchlight Pictures,USA,Jason Reitman,Comedy,143495265,Juno,PG-13,25-12-2007,96,7.5,Ellen Page,439421,Diablo Cody,2007,1358,180
15000000,Celluloid Dreams,USA,Michael Haneke,Crime,1294640,Funny Games,R,26-09-2008,111,6.5,Naomi Watts,75924,Michael Haneke,2007,24,12
85000000,Walt Disney Pictures,USA,Kevin Lima,Animation,127807262,Enchanted,PG,21-11-2007,107,7.1,Amy Adams,153161,Bill Kelly,2007,133,81
180000000,New Line Cinema,UK,Chris Weitz,Adventure,70107728,The Golden Compass,PG-13,07-12-2007,113,6.1,Nicole Kidman,157342,Chris Weitz,2007,2282,155
100000000,Universal Pictures,USA,Ridley Scott,Biography,130164645,American Gangster,R,02-11-2007,157,7.8,Denzel Washington,342994,Steven Zaillian,2007,29830,847
50000000,DreamWorks,USA,Tim Burton,Drama,52898073,Sweeney Todd: The Demon Barber of Fleet Street,R,21-12-2007,116,7.4,Johnny Depp,301732,John Logan,2007,13000,379
110000000,Universal Pictures,USA,Paul Greengrass,Action,227471070,The Bourne Ultimatum,PG-13,03-08-2007,115,8.1,Matt Damon,537243,Tony Gilroy,2007,1596,79
150000000,Paramount Pictures,USA,Robert Zemeckis,Animation,82161969,Beowulf,PG-13,16-11-2007,115,6.2,Ray Winstone,148203,Neil Gaiman,2007,44092,564
15000000,Fox Atomic,UK,Juan Carlos Fresnadillo,Drama,28638916,28 Weeks Later,R,11-05-2007,100,7,Jeremy Renner,225731,Rowan Joffe,2007,36267,1205
30000000,Alcon Entertainment,USA,Richard LaGravenese,Drama,53695808,P.S. I Love You,PG-13,21-12-2007,126,7.1,Hilary Swank,180134,Richard LaGravenese,2007,8336,263
25000000,Dimension Films,USA,Mikael Håfström,Horror,71985628,1408,PG-13,22-06-2007,104,6.8,John Cusack,226504,Matt Greenberg,2007,655,27
30000000,Universal Pictures,USA,Judd Apatow,Comedy,148734225,Knocked Up,R,01-06-2007,129,7,Seth Rogen,313748,Judd Apatow,2007,46251,2299
0,Kudos Film and Television,UK,David Cronenberg,Crime,17114882,Eastern Promises,R,21-09-2007,100,7.7,Naomi Watts,201552,Steven Knight,2007,1152,64
24000000,Twentieth Century Fox Film Corporation,France,Xavier Gens,Action,39687694,Hitman - Agente 47,R,21-11-2007,100,6.3,Timothy Olyphant,146777,Skip Woods,2007,1178,142
110000000,Twentieth Century Fox Film Corporation,USA,Len Wiseman,Action,134529403,Live Free or Die Hard,PG-13,27-06-2007,128,7.2,Bruce Willis,352297,Mark Bomback,2007,726,39
45000000,Revolution Studios,USA,Julie Taymor,Drama,24343673,Across the Universe,PG-13,12-10-2007,133,7.4,Evan Rachel Wood,96537,Dick Clement,2007,17511,747
53000000,Dimension Films,USA,Robert Rodriguez,Action,25031037,Grindhouse,R,06-04-2007,191,7.6,Kurt Russell,162394,Robert Rodriguez,2007,550,25
17000000,Walden Media,USA,Gabor Csupo,Adventure,82272442,Bridge to Terabithia,PG,16-02-2007,96,7.2,Josh Hutcherson,119947,Jeff Stockwell,2007,3968,65
110000000,Columbia Pictures Corporation,USA,Mark Steven Johnson,Action,115802596,Ghost Rider,PG-13,16-02-2007,114,5.2,Nicolas Cage,194164,Mark Steven Johnson,2007,28197,2347
17500000,Fox Searchlight Pictures,USA,Wes Anderson,Adventure,11902715,The Darjeeling Limited,R,26-10-2007,91,7.2,Owen Wilson,149906,Wes Anderson,2007,4632,150
10000000,Lionsgate,USA,Eli Roth,Horror,17609452,Hostel: Part II,R,08-06-2007,94,5.5,Lauren German,74531,Eli Roth,2007,1744,446
20000000,DreamWorks,USA,D.J. Caruso,Drama,80209692,Disturbia,PG-13,13-04-2007,105,6.9,Shia LaBeouf,196330,Christopher Landon,2007,560796,22238
32000000,New Line Cinema,USA,Joel Schumacher,Mystery,35193167,The Number 23,R,23-02-2007,101,6.4,Jim Carrey,174137,Fernley Phillips,2007,1650,104
10000000,Scott Rudin Productions,USA,Noah Baumbach,Comedy,1959420,Margot at the Wedding,R,14-12-2007,93,6.1,Nicole Kidman,16620,Noah Baumbach,2007,361,23
140000000,New Line Cinema,USA,Brett Ratner,Action,140125968,Rush Hour 3,PG-13,10-08-2007,91,6.2,Jackie Chan,130138,Jeff Nathanson,2007,28856,1072
0,Forensic Films,USA,David Ross,Drama,40677,The Babysitters,R,13-05-2011,88,5.7,Lauren Birkell,9225,David Ross,2007,6753,2037
55000000,Lionsgate,USA,James Mangold,Adventure,53606916,3:10 to Yuma,R,07-09-2007,122,7.7,Russell Crowe,252471,Halsted Welles,2007,19,6
160000000,DreamWorks Animation,USA,Chris Miller,Animation,320706665,Shrek the Third,PG,18-05-2007,93,6.1,Mike Myers,230142,Jeffrey Price,2007,40201,2301
175000000,Universal Pictures,USA,Tom Shadyac,Comedy,100462298,Evan Almighty,PG,22-06-2007,96,5.4,Steve Carell,121468,Steve Oedekerk,2007,1948,109
0,Esta Vivo! Laboratorio de Nuevos Talentos,Spain,J.A. Bayona,Drama,7161284,The Orphanage,R,11-01-2008,105,7.5,Belén Rueda,128109,Sergio G. Sánchez,2007,1637,108
12000000,Metro-Goldwyn-Mayer (MGM),USA,Craig Gillespie,Comedy,5972884,Lars and the Real Girl,PG-13,02-11-2007,106,7.4,Ryan Gosling,122310,Nancy Oliver,2007,3622,96
40000000,Twentieth Century Fox Film Corporation,USA,Colin Strause,Action,41797066,Aliens vs. Predator: Requiem,R,25-12-2007,94,4.7,Reiko Aylesworth,100087,Shane Salerno,2007,41276,437
20000000,Universal Pictures,USA,James Wan,Horror,16809076,Dead Silence,R,16-03-2007,89,6.2,Ryan Kwanten,73126,Leigh Whannell,2007,15036,891
32000000,Columbia Pictures,USA,David Slade,Horror,39568996,30 Days of Night,R,19-10-2007,113,6.6,Josh Hartnett,146606,Steve Niles,2007,897,51
10000000,Twisted Pictures,USA,Darren Lynn Bousman,Horror,63300095,Saw IV,R,26-10-2007,93,5.9,Tobin Bell,119307,Patrick Melton,2007,67083,1597
85000000,Warner Bros.,USA,Steven Soderbergh,Crime,117154724,Ocean's Thirteen,PG-13,08-06-2007,122,6.9,George Clooney,274708,Brian Koppelman,2007,838,60
150000000,DreamWorks Animation,USA,Simon J. Smith,Animation,126631277,Bee Movie,PG,02-11-2007,91,6.1,Jerry Seinfeld,115409,Jerry Seinfeld,2007,2700,314
21000000,Paramount Pictures,Germany,Richard LaGravenese,Biography,36605602,Escritores de la libertad,PG-13,05-01-2007,123,7.5,Hilary Swank,56827,Richard LaGravenese,2007,1600,76
45000000,Warner Bros.,USA,Rob Reiner,Adventure,93466502,The Bucket List,PG-13,11-01-2008,97,7.4,Jack Nicholson,198697,Justin Zackham,2007,3670,127
60000000,DreamWorks,USA,Bobby Farrelly,Comedy,36787257,The Heartbreak Kid,R,05-10-2007,116,5.8,Ben Stiller,75859,Scot Armstrong,2007,3401,168
15000,Solana Films,USA,Oren Peli,Horror,107918810,Paranormal Activity,R,16-10-2009,86,6.3,Katie Featherston,195668,Oren Peli,2007,2555,458
20000000,Metro-Goldwyn-Mayer (MGM),USA,Bruce A. Evans,Crime,28476219,Mr. Brooks,R,01-06-2007,120,7.3,Kevin Costner,129919,Bruce A. Evans,2007,1180,98
75000000,Twentieth Century Fox Film Corporation,USA,David Silverman,Animation,183135014,The Simpsons Movie,PG-13,27-07-2007,87,7.4,Dan Castellaneta,273363,James L. Brooks,2007,1550,86
75000000,Universal Pictures,USA,Mike Nichols,Biography,66661095,Charlie Wilson's War,R,21-12-2007,102,7.1,Tom Hanks,94070,Aaron Sorkin,2007,4293,112
50000000,Young Hannibal Productions,UK,Peter Webber,Crime,27670986,Hannibal Rising,R,09-02-2007,121,6.2,Gaspard Ulliel,91666,Thomas Harris,2007,1105,64
0,Légende Films,France,Olivier Dahan,Biography,10301706,La Vie en Rose,PG-13,20-07-2007,140,7.6,Marion Cotillard,71319,Isabelle Sobelman,2007,56791,976
22000000,Walt Disney Pictures,USA,Andy Fickman,Comedy,90648202,The Game Plan,PG,28-09-2007,110,6.2,Dwayne Johnson,48000,Nichole Millard,2007,1176,78
85000000,Universal Pictures,USA,Dennis Dugan,Comedy,120059556,I Now Pronounce You Chuck & Larry,PG-13,20-07-2007,115,6,Adam Sandler,126092,Barry Fanaro,2007,5042,448
45000000,Constantin Film,France,Russell Mulcahy,Action,50648679,Resident Evil: Extinction,R,21-09-2007,94,6.3,Milla Jovovich,162711,Paul W.S. Anderson,2007,33,13
130000000,Twentieth Century Fox Film Corporation,USA,Tim Story,Action,131921738,Fantastic 4: Rise of the Silver Surfer,PG,15-06-2007,92,5.6,Ioan Gruffudd,223740,Don Payne,2007,17490,780
70000000,Paramount Pictures,USA,Lee Tamahori,Action,18211013,Next,PG-13,27-04-2007,96,6.2,Nicolas Cage,131848,Gary Goldman,2007,823,74
25000000,Touchstone Pictures,USA,Peter Hedges,Comedy,47642963,Dan in Real Life,PG-13,26-10-2007,98,6.8,Steve Carell,89881,Pierce Gardner,2007,1246,82
9000000,Sidney Kimmel Entertainment,USA,Frank Oz,Comedy,8579684,Death at a Funeral,R,07-09-2007,87,7.4,Matthew Macfadyen,95249,Dean Craig,2007,16,7
39000000,New Line Cinema,USA,Michael Davis,Action,12807139,Shoot 'Em Up,R,07-09-2007,86,6.7,Clive Owen,134902,Michael Davis,2007,1246,82
130000000,Walt Disney Pictures,USA,Jon Turteltaub,Action,219964115,National Treasure: Book of Secrets,PG,21-12-2007,124,6.5,Nicolas Cage,193052,Marianne Wibberley,2007,765,60
0,Paramount Pictures,USA,Akiva Schaffer,Comedy,13920741,Hot Rod,PG-13,03-08-2007,100,6.7,Andy Samberg,64550,Pam Brady,2007,41,1
25000000,Lionsgate,USA,Mark Helfrich,Comedy,34925283,Good Luck Chuck,R,21-09-2007,101,5.6,Dane Cook,77598,Josh Stolberg,2007,644,45
25000000,Samuels Media,USA,Tony Gilroy,Crime,49033882,Michael Clayton,R,12-10-2007,119,7.3,George Clooney,140798,Tony Gilroy,2007,102,10
0,Bórd Scannán na hÉireann,Ireland,John Carney,Drama,9439923,Once,R,15-06-2007,85,7.9,Glen Hansard,98719,John Carney,2007,40383,971
